item_code,advt_no,details,link,published
1647388800000,202213,ADVERTISEMENT FOR LECTURER TEXTILE DESIGN-2022 (16-03-2022),/assets/pdf/Advertisement/ADV_Lecturer_Textile_Design_2022_16032022.pdf,1
1646956800000,202212,ADVERTISEMENT FOR MEDICAL SPECIALIST-2022 (11-03-2022),/assets/pdf/Advertisement/ADV_MEDICAL_SPECIALIST_2022_11032022.pdf,1
1652054400000,202212,CORRIGENDUM (09-05-2022),/assets/pdf/Advertisement/Corrigendum_MS_09052022.pdf,1
1644364800000,202211,ADVERTISEMENT FOR ASSISTANT RESEARCH OFFICER-2022 (09-02-2022),/assets/pdf/Advertisement/ADV_ARO_2022_09022022.pdf,1
1643932800000,202210,ADVERTISEMENT FOR ASSISTANT PROFESSOR [DEPT. OF MEDICAL EDUCATION ]-2022 (04-02-2022),/assets/pdf/Advertisement/ADV_APME_2022_04022022.pdf,1
1647475200000,202210,CORRIGENDUM (17-03-2022),/assets/pdf/Advertisement/Corrigendum_AP_ME_2022_17032022.pdf,1
1643846400000,202209,ADVERTISEMENT FOR DENTAL SURGEON - 2022  (03-02-2022),/assets/pdf/Advertisement/ADV_DENTAL_SURGEON_2022_03022022.pdf,1
1651795200000,202209,CORRIGENDUM (06-05-2022),/assets/pdf/Advertisement/Corrigendum_dental_06052022.pdf,1
1643760000000,202208,ADVERTISEMENT FOR DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2022 (02-02-2022),/assets/pdf/Advertisement/ADV_DSP_RADIO_2022_02022022.pdf,1
1643673600000,202207,"ADVERTISEMENT FOR MINING OFFICER, ASSISTANT GEOLOGIST & MINING INSPECTOR-2022 (01-02-2022)",/assets/pdf/Advertisement/ADV_MO_AG_MI_2022_01022022.pdf,1
1645574400000,202207,CORRIGENDUM (23-02-2022),/assets/pdf/Advertisement/Corrigendum_MO_AG_2022_23022022.pdf,1
1646956800000,202207,SUCHANA (11-03-2022),/assets/pdf/Advertisement/SUCHANA_MIN_INS_2022_11032022.pdf,1
1643241600000,202206,ADVERTISEMENT FOR ASSISTANT DIRECTOR (DEPT. OF REVENUE & DISASTER MANAGEMENT) - 2022  (27-01-2022),/assets/pdf/Advertisement/ADV_AD_RDM_2022_27012022.pdf,1
1644537600000,202206,CORRIGENDUM (11-02-2022),/assets/pdf/Advertisement/Corrigendum_AD_RDM_2022_11022022.pdf,1
1643328000000,202205,ADVERTISEMENT FOR LAW OFFICER (CGPSC)-2022 (28-01-2022),/assets/pdf/Advertisement/LAW_OFFICER_CGPSC_2022_28012022.pdf,1
1643328000000,202204,ADVERTISEMENT FOR ASSISTANT REGISTRAR (DEPT. OF COMMERCE AND INDUSTRY)-2022 (28-01-2022),/assets/pdf/Advertisement/ADV_Assistant_Registrar_2022_28012022.pdf,1
1644451200000,202204,CORRIGENDUM (10-02-2022),/assets/pdf/Advertisement/Corrigendum_AR_10022022.pdf,1
1643587200000,202203,"ADVERTISEMENT FOR SCIENTIFIC OFFICER, CHEMISTRY - 2022 (31-01-2022)",/assets/pdf/Advertisement/ADV_SO_CHEM_2022_13012022.pdf,1
1648512000000,202203,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1642118400000,202202,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (DEPT. OF PLANNING, ECONOMICS & STATISTICS ) - 2022 (14-01-2022)",/assets/pdf/Advertisement/ADV_AD_PES_2022_14012022.pdf,1
1648512000000,202202,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1641859200000,202201,ADVERTISEMENT FOR UNANI MEDICAL OFFICER - 2022 (11-01-2022),/assets/pdf/Advertisement/ADV_UMO_2022_11012022.pdf,1
1640563200000,202118,ADVERTISEMENT FOR  PRACHARYA (VERG-1 & VERG-2)-2021 (27-12-2021),/assets/pdf/Advertisement/Adv_PRINCIPAL_V1_V2_2021_27122021.pdf,1
1648512000000,202118,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1638489600000,202117,ADVERTISEMENT FOR LAW OFFICER [HOME JAIL DEPT.]-2021 (03-12-2021),/assets/pdf/Advertisement/Adv_LO_2021_03122021.pdf,1
1638489600000,202116,ADVERTISEMENT FOR ASSISTANT DIRECTOR RESHAM-2021 (03-12-2021),/assets/pdf/Advertisement/Adv_ADR_2021_03122021.pdf,1
1648512000000,202116,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1638489600000,202115,ADVERTISEMENT FOR ASSISTANT DIRECTOR HANDLOOM - 2021  (03-12-2021),/assets/pdf/Advertisement/Adv_ADH_2021_03122021.pdf,1
1638403200000,202114,ADVERTISEMENT FOR DEMONSTRATOR (PHYSIOTHERAPY) & TUTOR-OCCUPATIONAL [MEDICAL EDUCATION DEPT.] - 2021 (02-12-2021),/assets/pdf/Advertisement/Adv_DEMO_PHY_TO_2021_02122021.pdf,1
1638403200000,202113,ADVERTISEMENT FOR DEMONSTRATOR [MEDICAL EDUCATION DEPT.]-2021 (02-12-2021),/assets/pdf/Advertisement/Adv_DEMONSTRATOR_2021_02122021.pdf,1
1643673600000,202113,CORRIGENDUM (01-02-2022),/assets/pdf/Advertisement/Corrigendum_Demo_01022022.pdf,1
1638403200000,202112,ADVERTISEMENT FOR ASSISTANT PROFESSOR & DEMONSTRATOR (NURSING) [MEDICAL EDUCATION DEPT.]-2021 (02-12-2021),/assets/pdf/Advertisement/Adv_AP_DEMO_NURSING_2021_02122021.pdf,1
1638316800000,202111,"ADVERTISEMENT FOR JUNIOR RESIDENT, SENIOR REGISTRAR, REGISTRAR [MEDICAL EDUCATION DEPT.]-2021 (01-12-2021)",/assets/pdf/Advertisement/Adv_Jr_Resident_Sr_Registrar_Registrar_2021_01122,1
1643673600000,202111,CORRIGENDUM (01-02-2022),/assets/pdf/Advertisement/Corrigendum_JR_01022022.pdf,1
1638144000000,202110,ADVERTISEMENT FOR SENIOR RESIDENT [MEDICAL EDUCATION DEPT.]-2021  (29-11-2021),/assets/pdf/Advertisement/Adv_Senior_Resident_2021_29112021.pdf,1
1643673600000,202110,CORRIGENDUM (01-02-2022),/assets/pdf/Advertisement/Corrigendum_SR_01022022.pdf,1
1637884800000,202109,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2021 (26-11-2021),/assets/pdf/Advertisement/ADV_SSE_2021_26112021.pdf,1
1640908800000,202109,CORRIGENDUM (31-12-2021),/assets/pdf/Advertisement/Corrigendum_SSE_2021_31122021.pdf,1
1634947200000,202108,ADVERTISEMENT FOR MEDICAL SPECIALIST [ DEPT. OF PUBLIC HEALTH & FAMILY WELFARE]-2021 (23-10-2021) ,/assets/pdf/Advertisement/ADV_MEDICAL_SPECIALIST_2021_23102021.pdf,1
1639094400000,202108,CORRIGENDUM (10-12-2021),/assets/pdf/Advertisement/Corrigendum_MED_SPE_10122021.pdf,1
1639094400000,202108,SHORT ADVERTISEMENT (10-12-2021) ,/assets/pdf/Advertisement/Short_ADV_MED_SPEC_10122021.pdf,1
1642032000000,202108,CORRIGENDUM-2 (13-01-2022),/assets/pdf/Advertisement/MED_SPE_Corrigendum_13012022.pdf,1
1612828800000,202107,ADVERTISEMENT FOR PROFESSOR [HIGHER EDUCATION DEPT.]-2021,/assets/pdf/Advertisement/ADV_PROF_2021_02092021.pdf,1
1633564800000,202107, NOTICE-POSTPONEMENT OF ONLINE APPLICATION (07-10-2021),/assets/pdf/Advertisement/NOTICE_POSTPONEMENT_PORF_2021_APPL_07102021.pdf,1
1722988800000,202107,CORRIGENDUM (07-08-2024) ,/assets/pdf/Advertisement/Corrigendum_Professor_07082024.pdf,1
1734652800000,202107,CORRIGENDUM2 (20-12-2024),/assets/pdf/Advertisement/Corrigendum_Professor_20122024.pdf,1
1630022400000,202106,ADVERTISEMENT FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI-2021,/assets/pdf/Advertisement/ADV_ADPPO_2021_27082021.pdf,1
1632009600000,202106,CORRIGENDUM (17-09-2021),/assets/pdf/Advertisement/Corrigendum_ADPPO_2021_17092021.pdf,1
1628121600000,202105,ADVERTISEMENT FOR STATE ENGINEERING SERVICE EXAM-2021,/assets/pdf/Advertisement/ADV_SES_2021_05082021.pdf,1
1658361600000,202105,CORRIGENDUM (21-07-2022),/assets/pdf/Advertisement/Corrigendum_SES_2021_21072022.PDF,1
1616544000000,202104,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON - 2021,/assets/pdf/Advertisement/ADV_VAS_2021_24072021.pdf,1
1627948800000,202104,CORRIGENDUM (03-08-2021),/assets/pdf/Advertisement/Corrigendum_VAS_2021_03082021.pdf,1
1625616000000,202103,ADVERTISEMENT FOR REGISTRAR (HIGHER EDUCATION DEPT.)-2021,/assets/pdf/Advertisement/ADV_REGISTRAR_2021_07072021.pdf,1
1620864000000,202102,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, JANSAMPARK (HINDI MEDIUM)-2021",/assets/pdf/Advertisement/ADV_ADJH_2021_13052021.pdf,1
1616544000000,202101,ADVERTISEMENT FOR ASSISTANT PROFESSOR (MEDICAL)-2021,/assets/pdf/Advertisement/ADV_ASSISTANT_PROFESSOR_MEDICAL_2021_24032021.pdf,1
1619654400000,202101,CORRIGENDUM (29-04-2021),/assets/pdf/Advertisement/Corrigendum_AP_ME_2021_29042021.pdf,1
1620864000000,202101,CORRIGENDUM-2 (13-05-2021),/assets/pdf/Advertisement/Corrigendum_AP_ME_2021_13052021.pdf,1
1608163200000,202010,"ADVERTISEMENT FOR KUL SACHIV, UP KUL SACHIV & SAHAYAK KUL SACHIV-2020",/assets/pdf/Advertisement/ADV_R_DR_AR_2020_17122020.pdf,1
1609113600000,202010,SUCHANA PATRA (28-12-2020),/assets/pdf/Advertisement/SUCHANA_PATRA_R_AR_DR_28122020.pdf,1
1610409600000,202010,SUCHANA PATRA FOR ONLINE APPLICATION (12-01-2021),/assets/pdf/Advertisement/SUCHANA_PATRA_R_AR_DR_12012021.pdf,1
1612828800000,202010,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_R_DR_AR_09022021.PDF,1
1606348800000,202009,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2020,/assets/pdf/Advertisement/ADV_SSE_2020_26112020.pdf,1
1615507200000,202009,CORRIGENDUM (12-03-2021),/assets/pdf/ADVERTISEMENT/corrigendum_SSE2020_12032021.pdf,1
1625788800000,202009,CORRIGENDUM2 (09-07-2021),/assets/pdf/Advertisement/corrigendum_SSE2020_09072021.pdf,1
1597881600000,202008,ADVERTISEMENT FOR ASSISTANT DIRECTOR JANSAMPARK (ENGLISH MED.) -2020 ,/assets/pdf/Advertisement/ADV_ADJ_ENG_2020.pdf,1
1591228800000,202007,ADVERTISEMENT FOR CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2020 ,/assets/pdf/Advertisement/ADV_CGFSE_2020.pdf,1
1633305600000,202007,CORRIGENDUM (04-10-2021),/assets/pdf/Advertisement/Corrigendum_CGFSE_2020_04102021.pdf,1
1636329600000,202007,CORRIGENDUM2 (08-11-2021),/assets/pdf/Advertisement/Corrigendum_CGFSE_2020_08112021.pdf,1
1591228800000,202006,"ADVERTISEMENT FOR ASTT. DIRECTOR, AGRICULTURE-2020",/assets/pdf/Advertisement/ADV_ADA_2020.pdf,1
1583107200000,202005,ADVERTISEMENT FOR INSURANCE MEDICAL OFFICER - 2020,/assets/pdf/Advertisement/ADV_IMO_2020.pdf,1
1591228800000,202005,NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1581465600000,202004,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2020,/assets/pdf/Advertisement/ADV_VAS_2020.pdf,1
1591228800000,202004,|NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1581033600000,202003,"ADVERTISEMENT FOR ASSISTANT GEO-HYDROLOGIST, ASSISTANT GEO-PHYSICS, ASSISTANT GEO-CHEMIST-2020",/assets/pdf/Advertisement/ADV_AGH_AGP_AGC_2020.pdf,1
1591228800000,202003,|NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1580428800000,202002,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM - 2020,/assets/pdf/Advertisement/ADV_CJ_2020.pdf,1
1591228800000,202002,NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1578355200000,202001,ADVERTISEMENT FOR STATE ENGINEERING SERVICE EXAMINATION-2020,/assets/pdf/Advertisement/ADV_SES_2020.pdf,1
1574467200000,201907,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2019,/assets/pdf/Advertisement/ADV_SSE_2019.pdf,1
1577750400000,201907,CORRIGENDUM-1,/assets/pdf/Advertisement/CORRIGENDUM1_SSE2019.pdf,1
1606953600000,201907,CORRIGENDUM-2,/assets/pdf/Advertisement/CORRIGENDUM2_SSE2019.pdf,1
1552003200000,201906,ADVERTISEMENT FOR LECTURER (H F W DEPT) - 2019,/assets/pdf/Advertisement/ADV_LEC_HFW_2019.pdf,1
1551484800000,201905,ADVERTISEMENT FOR LIBRARIAN AND SPORTS OFFICER (HIGHER EDUCATION)-2019,/assets/pdf/Advertisement/ADV_LIB_SO_2019.pdf,1
1563840000000,201905,CORRIGENDUM-1,/assets/pdf/Advertisement/Corrigendum_Sports_Ofiicer_HE_dept_2019.pdf,1
1566345600000,201905,CORRIGENDUM-2,/assets/pdf/Advertisement/LIB_HE2019_CORRIGENDUM2.pdf,1
1550016000000,201904,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (DEPT. OF PLANNING, ECONOMICS & STATISTICS )-2019",/assets/pdf/Advertisement/ADV_AD_PES_2019.pdf,1
1548979200000,201903,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2019,/assets/pdf/Advertisement/ADV-CJ-201901022019.pdf,1
1547769600000,201902,ADVERTISEMENT FOR ASSISTANT PROFESSOR [HIGHER EDUCATION DEPT.] - 2019,/assets/pdf/Advertisement/ADV-AP-2019-18012019.pdf,1
1547769600000,201902,ANNEXURE-2,/assets/pdf/Advertisement/Annexure-2-AP-201920012019HI.pdf,1
1547769600000,201902,ANNEXURE-3,/assets/pdf/Advertisement/Annexure-3-AP-201920012019HI.pdf,1
1548979200000,201902,CORRIGENDUM-1,/assets/pdf/Advertisement/Corrigendum-AP-2019.pdf,1
1550880000000,201902,CORRIGENDUM-2,/assets/pdf/Advertisement/AP_2019_Corrigendum2.pdf,1
1574467200000,201902,CORRIGENDUM-3,/assets/pdf/Advertisement/Corrigendum-AP2019_3.pdf,1
1574812800000,201902,"Notice for candidate, allowed by Hon'ble High Court of Chhattisgarh, to apply for the post of Assistant Professor, without any boundation related to maximum age limit.",/assets/pdf/Advertisement/Noti_AP_2019_CC.pdf,1
1576022400000,201902,NOTIFICATION (RELATED TO CUT-OFF DATE OF EDCATIONAL QUALFICATION),/assets/pdf/Advertisement/NOTI4-AP2019.pdf,1
1581379200000,201902,CORRIGENDUM-4,/assets/pdf/Advertisement/Corrigendum-AP2019_4.pdf,1
1599264000000,201902,SUCHANA PATRA,/assets/pdf/ADVERTISEMENT/SUCHANA_PATRA_AP_2019_05092020.pdf,1
1610064000000,201902,CORRIGENDUM-5 (08-01-2021),/assets/pdf/Advertisement/Corrigendum-AP2019_5_08012021.pdf,1
1547078400000,201901,"ADVERTISEMENT FOR PROFESSOR, ASSOCIATE PROFESSOR & HOD - 2019",/assets/pdf/Advertisement/ADV_Prof_A_Prof_HOD_2019.pdf,1
1566345600000,201901,NIRASTIKARAN SUCHANA,/assets/pdf/Advertisement/ADVT_01_2019_Canceled.pdf,1
1545955200000,201810,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY)-2018 ",/assets/pdf/Advertisement/ADV_AD_PRS_201825012019.pdf,1
1561420800000,201810,CORRIGENDUM,/assets/pdf/Advertisement/Corrigendum-adprs-2018.pdf,1
1545609600000,201809,ADVERTISEMENT FOR CHIEF MUNICIPAL OFFICER (VERG KHA & GA)-2018 ,/assets/pdf/Advertisement/ADV_CMO_KHA_GA_201815012019.PDF,1
1547769600000,201809,CORRIGENDUM-1,/assets/pdf/Advertisement/Corr1-CMO-2018.pdf,1
1576195200000,201809,CORRIGENDUM-2,/assets/pdf/Advertisement/C_ADV_CMO2019.pdf,1
1538697600000,201808,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, JANSAMPARK-2018",/assets/pdf/Advertisement/ADV-ADJ-2018.PDF,1
1538352000000,201807,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2018,/assets/pdf/Advertisement/ADV-SSE-2018.PDF,1
1547683200000,201807,CORRIGENDUM,/assets/pdf/Advertisement/Corrigendum-SSE-2018.pdf,1
1548806400000,201807,CORRIGENDUM-2,/assets/pdf/Advertisement/Corrigendum2-SSE-2018.pdf,1
1550188800000,201807,CORRIGENDUM-3,/assets/pdf/Advertisement/Corrigendum3-SSE-2018.pdf,1
1550016000000,201807,SYLLABUS OF STATE SERVICE MAINS EXAM,/assets/pdf/Advertisement/Syllabus_SSME.pdf,1
1559001600000,201807,CORRIGENDUM-4,/assets/pdf/Advertisement/Corrigendum4-SSE-2018.pdf,1
1537315200000,201806,ADVERTISEMENT FOR READER (HFW)-2018,/assets/pdf/Advertisement/AdvReader2018.PDF,1
1531958400000,201805,ADVERTISEMENT FOR DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2018,/assets/pdf/Advertisement/ADV_DSP_R_2018.pdf,1
1523491200000,201804,ADVERTISEMENT FOR ASTT. GEOLOGIST AND MINING INSPECTOR-2018,/assets/pdf/Advertisement/ADV_AG_MI_2018.pdf,1
1521763200000,201803,ADVERTISEMENT FOR SCIENTIFIC OFFICER - 2018,/assets/pdf/Advertisement/ADV_SO_2018.pdf,1
1519084800000,201802,ADVERTISEMENT FOR VARIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018,/assets/pdf/Advertisement/ADV_SPORTS_YW_2018.pdf,1
1515628800000,201801,ADVERTISEMENT FOR CHHATTISGARH PUBLIC SERVICE COMMISSION-2018,/assets/pdf/Advertisement/ADV_CGPSC_2018.pdf,1
1513814400000,201715,ADVERTISEMENT FOR CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2017,/assets/pdf/Advertisement/ADV_CGF_2017.pdf,1
1511568000000,201714,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2017,/assets/pdf/Advertisement/ADV_SSE_2017.pdf,1
1515024000000,201714,CORRIGENDUM,/assets/pdf/Advertisement/SSE_2017_C1.pdf,1
1509062400000,201713,ADVERTISEMENT FOR STATE ENGINEERING SERVICE EXAMINATION-2017,/assets/pdf/Advertisement/ADV_SES_2017.pdf,1
1507161600000,201712,ADVERTISEMENT FOR UNANI MEDICAL OFFICER/PHYSICIAN-2017,/assets/pdf/Advertisement/ADV_UMO_2017.pdf,1
