item_code,advt_no,details,link
1478563200000,201603,WRITTEN EXAM RESULT-CG FOREST SERVICE (COMBINED) EXAM-2016 ,/assets/pdf/Result/WER_CGFSE2016.pdf
1478563200000,201513,"SELECTION LIST- ASSISTANT PROFESSOR (ENGINEERING COLLEGE) (ENGLISH, MATHEMATICS, PHYSICS, ELECTRICAL & ELCTRONICS)-2015 ",/assets/pdf/Result/DTE2_2015/SL_AP_DTE2_2015.pdf
1478563200000,201513," LECTURER (POLYTECHNIC) (ENGLISH, MATHEMATICS, PHYSICS, PHARMACY)-2015 ",/assets/pdf/Result/DTE2_2015/SL_LE_DTE2_2015.pdf
1478563200000,201513,TRAINING AND PLACEMENT OFFICER-2006,/assets/pdf/Result/DTE2_2015/SL_TPO_DTE2_2015.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (ASSISTANT PROFESSOR) - ELECTRICAL AND ELECTRONICS ,/assets/pdf/Result/DTE2_2015/ML_AP_E_E_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (ASSISTANT PROFESSOR) - ENGLISH ,/assets/pdf/Result/DTE2_2015/ML_AP_ENG_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (ASSISTANT PROFESSOR) -PHYSICS,/assets/pdf/Result/DTE2_2015/ML_AP_PHY_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (ASSISTANT PROFESSOR) -MATHEMATICS,/assets/pdf/Result/DTE2_2015/ML_AP_MATH_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN WRITTEN EXAM (ASSISTANT PROFESSOR) - PHYSICS,/assets/pdf/Result/DTE2_2015/WSOM_AP_Physics_2015_14052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (LECTURER) - PHARMACY,/assets/pdf/Result/DTE2_2015/ML_LE_PHAR_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (LECTURER) -ENGLISH ,/assets/pdf/Result/DTE2_2015/ML_LE_ENG_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (LECTURER) -PHYSICS ,/assets/pdf/Result/DTE2_2015/ML_LE_PHY_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN FINAL SELECTION (LECTURER) - MATHEMATICS,/assets/pdf/Result/DTE2_2015/ML_LE_MATH_2015_06052024.pdf
1478649600000,201513,STATEMENT OF MARKS IN WRITTEN EXAM (LECTURER) - PHYSICS,/assets/pdf/Result/DTE2_2015/WSOM_LE_Physics_2015_14052024.pdf
1476921600000,201513,WRITTEN EXAM RESULT- ASSISTANT PREFESSOR(ENGINEERING COLLEGE),/assets/pdf/Result/WER_DTE_2015.pdf
1476921600000,201513,PRESS NOTIFICATION,/assets/pdf/Result/WER_DTE_2015_PN.pdf
1475193600000,201512,SELECTION LIST- VYAVHAAR NYAYADHEESH EXAM-2015 (CIVIL JUDGE EXAM)-2015 ,/assets/pdf/Result/SL_CJ2015.pdf
1475280000000,201512,STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/CJ2015/ML_CJ2015.pdf
1475280000000,201512, ABSENT/NOT ELIGIBLE CANDIDATES IN INTERVIEW ,/assets/pdf/Result/CJ2015/NE_CJ2015.pdf
1475280000000,201512,STATEMENT OF MARKS IN WRITTEN EXAM- MAINS,/assets/pdf/Result/CJ2015/WM_CJ2015.pdf
1475280000000,201512,STATEMENT OF MARKS IN PRELIMS EXAM,/assets/pdf/Result/CJ2015/WM_CJP2015.pdf
1474243200000,201503,SELECTION LIST- ASSISTANT PROFESSOR (ENGG. COLLEGE)-2015,/assets/pdf/Result/SL_AP2015.pdf
1474243200000,201503, SELECTION LIST-LECTURER (POLYTECHNICE INSTTITUTE)-2015,/assets/pdf/Result/SL_LE2015.pdf
1474329600000,201503, (ASTT. PROFESSOR)-STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/APL2015_ML/ML_AP2015.pdf
1474329600000,201503, (LECTURER)-STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/APL2015_ML/ML_LE2015.pdf
1474329600000,201503, ABSENT/NOT ELIGIBLE CANDIDATES IN INTERVIEW ,/assets/pdf/Result/APL2015_ML/NE_ABS_APL2015.pdf
1474329600000,201503,(ASTT. PROFESSOR- QUALIFIED) STATEMENT OF MARKS IN WRITTEN EXAM ,/assets/pdf/Result/APL2015_ML/WL_AP2015.pdf
1474329600000,201503,(LECTURER-QUALIFIED)-STATEMENT OF MARKS IN WRITTEN EXAM,/assets/pdf/Result/APL2015_ML/WL_LE2015.pdf
1474329600000,201503,(NOT QUALIFIED)-STATEMENT OF MARKS IN WRITTEN EXAM,/assets/pdf/Result/APL2015_ML/NE_WR_APL2015.pdf
1473120000000,201512,WRITTEN EXAM RESULT- VYAVHAAR NYAYADHEESH (MAINS) EXAM (CIVIL JUDGE MAINS EXAM)-2015,/assets/pdf/Result/WER_CJM2015.pdf
1470960000000,201615,MERIT LIST- MINING INSPECTOR (BACKLOG) EXAM-2016,/assets/pdf/Result/ML_MIBACK_2016.pdf
1470873600000,201503,WRITTEN EXAM RESULT- ASTT. PROFESSOR (ENGG. COLLEGE) AND LECTURER (POLYTECHNIC) EXAM-2015,/assets/pdf/Result/WER_APL2015.pdf
1469664000000,201602,"SELECTION LIST- ASSISTANT DIRECTOR, FISHERIES-2016",/assets/pdf/Result/SL_ADF2016.pdf
1469750400000,201602,STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/ML_ADF2016.pdf
1468368000000,201512,WRITTEN EXAM RESULT- VYAVHAAR NYAYADHEESH EXAM (CIVIL JUDGE)-2015,/assets/pdf/Result/WER_CJ2015.pdf
1467417600000,201504,"SELECTION LIST-SCIENTIFIC OFFICER (PHYSICS, CHEMISTRY, BIOLOGY)-2015 ",/assets/pdf/Result/SL_SO2015.pdf
1467504000000,201504, STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/ML_SO2015.pdf
1467504000000,201504,SELECTION LIST-VETERINARY ASSISTANT SURGEON-2015,/assets/pdf/Result/SL_VAS2015.pdf
1467504000000,201504, STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/ML_VAS2015.pdf
1467504000000,201504,ABSENT CANDIDATES IN INTERVIEW,/assets/pdf/Result/ABS_VAS2015.pdf
1467504000000,201504,FAILED CANDIDATES IN INTERVIEW,/assets/pdf/Result/FAIL_VAS2015.pdf
1467158400000,201506,SELECTION LIST-VETERINARY ASSISTANT SURGEON (BACKLOG)-2015 ,/assets/pdf/Result/SL_VAS2015_B.pdf
1467244800000,201506,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/ML_VAS2015_B.pdf
1467244800000,201506, ABSENT/NOT ELIGIBLE CANDIDATES IN INTERVIEW ,/assets/pdf/Result/NE_ABS_VAS2015_B.pdf
1467244800000,201506,STATEMENT OF MARKS IN FINAL SELECTION (BACKLOG-PH),/assets/pdf/Result/ML_VAS2015_B_PH.pdf
1464825600000,201513,SELECTION LIST- PROFESSOR (ENGG. COLLEGE)-2015 ,/assets/pdf/Result/DTE2015/SL_PROFESSOR2015.pdf
1464912000000,201513,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/DTE2015/ML_PROF2015.pdf
1464825600000,201513,ASSOCIATE PROFESSOR(ENGG. COLLEGE)-2015 ,/assets/pdf/Result/DTE2015/SL_ASP2015.pdf
1464912000000,201513,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/DTE2015/ML_ASP2015.pdf
1464825600000,201513, HOD (POLYTECHNIC)-2015,/assets/pdf/Result/DTE2015/SL_HOD2015.pdf
1464912000000,201513,STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/DTE2015/ML_HOD2015.pdf
1464825600000,201513, LECTURER (POLYTECHNIC)-2015,/assets/pdf/Result/DTE2015/SL_LECT2015.pdf
1464912000000,201513,STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/DTE2015/ML_LECT2015.pdf
1464912000000,201513,ABSENT/NOT ELIGIBLE CANDIDATES IN INTERVIEW,/assets/pdf/Result/DTE2015/PRF_ASP_HOD_LECT_ABSENT_NE_LIST.pdf
1464739200000,201504,WRITTEN EXAM RESULT- SCIENTIFIC OFFICER EXAM-2015,/assets/pdf/Result/WER_SO2015.pdf
1462752000000,201508,WRITTEN EXAM RESULT- STATE SERVICE (PRELIMS) EXAM-2015,/assets/pdf/Result/WER_SSPE2015.pdf
1462233600000,201511,SELECTION LIST- VISHESHGYA CHIKITSAK (AYUSH WING/THEROPY CENTER)-2015,/assets/pdf/Result/SL_VCK2015.pdf
1463097600000,201413,STATE SERVICE EXAM-2014 SELECTION LIST ,/assets/pdf/Result/SSE2014/SSE2014_SL.pdf
1461801600000,201413,MERIT LIST ,/assets/pdf/Result/SSE2014/SSE2014_ML.pdf
1463184000000,201413,STATEMENT OF MARKS (QUALIFIED) ,/assets/pdf/Result/SSE2014/SSE2014_SM_Q.pdf
1463184000000,201413,STATEMENT OF MARKS (NOT QUALIFIED) ,/assets/pdf/Result/SSE2014/SSE2014_SM_NQ.pdf
1463184000000,201413,STATEMENT OF MARKS IN PRELIMS,/assets/pdf/Result/SSE2014/WM-SSPE-2014.pdf
1460505600000,200901,AMENDED FINAL SELECTION LIST- ASSISTANT PROFESSOR EXAM-2009-LAW,/assets/pdf/Result/AP09/ASL13042016/AP22.pdf
1459728000000,201409,"MERIT LIST- VARIOUS POSTS ADVERTISED FOR HFW DEPT(Advt. No.09/2014/Exam, Date-25/07/2014) (Interview Date- 14-03-2016 To- 02-04-2016)",/assets/pdf/Result/ML_MED2014_2.pdf
1456876800000,201413,WRITTEN EXAM RESULT- STATE SERVICE (MAINS) EXAM-2014,/assets/pdf/Result/WER_SSME2014.pdf
1456704000000,201510,SELECTION LIST- MANOROG VISHESHGYA-2015,/assets/pdf/Result/SL_MV2015.pdf
1456272000000,201502,SELECTION LIST- BOILER INSPECTOR EXAM-2015 ,/assets/pdf/Result/SL_BI2015.pdf
1456358400000,201502, STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/ML_BI2015.pdf
1456358400000,201502,STATEMENT OF MARKS IN WRITTEN EXAM (QUALIFIED) ,/assets/pdf/Result/Q_WE_BI2015.pdf
1456358400000,201502,STATEMENT OF MARKS IN WRITTEN EXAM (NOT QUALIFIED),/assets/pdf/Result/NQ_WE_BI2015.pdf
1456185600000,201414,"SELECTION LIST- ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 ",/assets/pdf/Result/SL_ADH2014.pdf
1456272000000,201414,STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/ML_ADH2014.pdf
1453161600000,201408,SELECTION LIST- ASSISTANT REGISTRAR EXAM-2014 ,/assets/pdf/Result/SL_AR2014.pdf
1453248000000,201408,STATEMENT OF MARKS IN FINAL SELECTION,/assets/pdf/Result/AR_ML2014.pdf
1453248000000,201408,STATEMENT OF MARKS IN WRITTEN EXAM (QUALIFIED) ,/assets/pdf/Result/rda2014/Q_WE_AR2014.pdf
1453248000000,201408,STATEMENT OF MARKS IN WRITTEN EXAM (NOT QUALIFIED),/assets/pdf/Result/rda2014/NQ_WE_AR2014.pdf
1453161600000,201408,SELECTION LIST- DEPUTY REGISTRAR EXAM-2014 ,/assets/pdf/Result/SL_DR2014.pdf
1453248000000,201408,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/DR_ML2014.pdf
1453248000000,201408, STATEMENT OF MARKS IN WRITTEN EXAM (QUALIFIED),/assets/pdf/Result/RDA2014/Q_WE_DR2014.pdf
1453248000000,201408, STATEMENT OF MARKS IN WRITTEN EXAM (NOT QUALIFIED),/assets/pdf/Result/RDA2014/NQ_WE_DR2014.pdf
1453161600000,201407,"SELECTION LIST- ASSISTANT DIRECTOR, JANSAMPARK EXAM-2014 ",/assets/pdf/Result/SL_ADJ2014.pdf
1453248000000,201407,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/ADJ_ML2014.pdf
1453248000000,201407,STATEMENT OF MARKS IN WRITTEN EXAM (QUALIFIED) ,/assets/pdf/Result/ADJ2014/Q_WE_ADJ2014.pdf
1453248000000,201407,STATEMENT OF MARKS IN WRITTEN EXAM (NOT QUALIFIED),/assets/pdf/Result/ADJ2014/NQ_WE_ADJ2014.pdf
1452816000000,201502,WRITTEN EXAM RESULT- BOILER INSPECTOR EXAM-2015,/assets/pdf/Result/WER_BI2015.pdf
1452816000000,201414,"WRITTEN EXAM RESULT- ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014",/assets/pdf/Result/WER_ADH2014.pdf
1451433600000,201412,SELECTION LIST- STATE ENGINEERING SERVICE EXAM-2014 ,/assets/pdf/Result/SL_SES2014.pdf
1451520000000,201412,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/SES_ML2014.pdf
1451520000000,201412,1. STATEMENT OF MARKS IN WRITTEN EXAM (AE (CIVIL) PHE DEPT.) ,/assets/pdf/Result/SES14/1_PHE_WRITTEN_ALL.pdf
1451520000000,201412,2. STATEMENT OF MARKS IN WRITTEN EXAM (AE (CIVIL) GAD DEPT.) ,/assets/pdf/Result/SES14/2_CIVIL_GAD_WRITTEN_ALL.pdf
1451520000000,201412,3. STATEMENT OF MARKS IN WRITTEN EXAM (AE (CIVIL) P&RD DEPT.) ,/assets/pdf/Result/SES14/3_CIVIL_PANCHAYAT_RURAL_DEVELOPMENT_WRITTEN_ALL.pdf
1451520000000,201412,4. STATEMENT OF MARKS IN WRITTEN EXAM (AE (ELE./MECH) WR DEPT.) ,/assets/pdf/Result/SES14/4_ELE_MECHA_WATER_RESOURCE_WRITTEN_ALL.pdf
1451520000000,201412,5. STATEMENT OF MARKS IN WRITTEN EXAM (AE (ELE./MECH) PHE DEPT.) ,/assets/pdf/Result/SES14/5_ELE_MECHA_PHE_WRITTEN_ALL.pdf
1451520000000,201412,6. STATEMENT OF MARKS IN WRITTEN EXAM (AE (ELE.) P&RD DEPT.) ,/assets/pdf/Result/SES14/6_ELE_PRD_WRITTEN_ALL.pdf
1451520000000,201412,7. STATEMENT OF MARKS IN WRITTEN EXAM (AE (AGRI) AGRI DEPT.) ,/assets/pdf/Result/SES14/7_AGRICULTURE_WRITTEN_ALL.pdf
1451433600000,201505,SELECTION LIST- VISHESHGYA AYURVEDA-2015,/assets/pdf/Result/SL_VA2015.pdf
1451520000000,201505,STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/VA_ML2015.pdf
1451433600000,201501,SELECTION LIST-READER-2015 ,/assets/pdf/Result/SL_R2015.pdf
1451433600000,201501,SELECTION LIST LECTURER-2015 ,/assets/pdf/Result/SL_L2015.pdf
1451520000000,201501,STATEMENT OF MARKS IN FINAL SELECTION (LECTURER) ,/assets/pdf/Result/L_ML2015.pdf
1451520000000,201501, STATEMENT OF MARKS IN FINAL SELECTION (READER) ,/assets/pdf/Result/R_ML2015.pdf
1449100800000,201412,WRITTEN EXAM RESULT- STATE ENGINEERING SERVICE EXAM-2014 ,/assets/pdf/Result/WER_SES2014.pdf
1444867200000,201307,STATE SERVICE EXAM-2013 SELECTION LIST ,/assets/pdf/Result/SSE2013/SSE2013_SL.pdf
1444780800000,201307,MERIT LIST ,/assets/pdf/Result/SSE2013/SSE2013_ML.pdf
1444953600000,201307,STATEMENT OF MARKS IN MAINS,/assets/pdf/Result/SSE2013/SSE2013_SM.pdf
1444953600000,201307,STATEMENT OF MARKS IN PRELIMS ,/assets/pdf/Result/SSE2013/WM-SSPE-2013.pdf
1441152000000,201409,"SELECTION LIST OF VARIOUS POSTS ADVERTISED FOR HFW DEPT(Advt. No.09/2014/Exam, Date-25/07/2014)",/assets/pdf/Result/HFW09/MED02092015.pdf
1441238400000,201409,Press Notification ,/assets/pdf/Result/HFW09/PN.pdf
1441324800000,201409,List2 ,/assets/pdf/Result/HFW09/MED03092015.pdf
1441411200000,201409,Press Notification,/assets/pdf/Result/HFW09/PN2.pdf
1441497600000,201409,List3 ,/assets/pdf/Result/HFW09/MED04092015.pdf
1441584000000,201409,Press Notification,/assets/pdf/Result/HFW09/PN3.pdf
1441670400000,201409,STATEMENT OF MARKS : DEMONSTRATOR-ORTHOTIST-2014 ,/assets/pdf/Result/ML_DEMO_ORTHO_2014_24062020.pdf
1440720000000,201413,WRITTEN EXAM RESULT- STATE SERVICE (PRELIMS) EXAM-2014 ,/assets/pdf/Result/WER_SSPE2014.pdf
1440374400000,201307,WRITTEN EXAM RESULT- STATE SERVICE (MAINS) EXAM-2013,/assets/pdf/Result/WER_SSME2013.pdf
1438387200000,200901,ASSISTANT PROFESSOR-2009 AMENDED SELECTION LIST- COMMERCE,/assets/pdf/Result/AP09/ASL01082015/AP21.pdf
1438473600000,200901, STATEMENT OF MARKS IN FINAL SELECTION ,/assets/pdf/Result/AP09/ASL01082015/MLAP21.pdf
1438473600000,200901,ABSENT & NOT ELIGIBLE IN INTERVIEW ,/assets/pdf/Result/AP09/ASL01082015/NEAP21.pdf
1437782400000,201405,SELECTION LIST OF VARIOUS POSTS ADVERTISED FOR HFW DEPT.Press Notification,/assets/pdf/Result/HFW5/PN.pdf
