item_code,advt_no,details,link
1731542400000,202311,POSTPONEMENT OF DOCUMENT VERIFICATION AND INTERVIEW OF STATE SERVICE EXAM-2023 (14-10-2024) ,/assets/pdf/Notifications/Noti_Postponement_Intv_SSE_2023_14102024.pdf
1727740800000,202311,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF STATE SERVICE EXAM- 2023 (01-10-2024),/assets/pdf/Notifications/NOTI_INTV_DV_SSE_2023_01102024.pdf
1727740800000,202311,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE SERVICE EXAM- 2023 ,/assets/pdf/Notifications/DV_INTV_SCH_SSE_2023_01102024.pdf
1727740800000,202311,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_SSE_2023_01102024.pdf
1725148800000,202309,PRESS NOTIFICATION- PARIVAHAN UP NIRIKSHAK (TECH.) EXAM-2023 (01-09-2024),/assets/pdf/Notifications/Press_Notification_01092024.pdf
1724976000000,201503,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW SCHEDULE OF LECTURER (METALLURGY) EXAM-2015 (30-08-2024),/assets/pdf/Notifications/NOTI_INTV_DV_LECT_2015_30082024.pdf
1724976000000,201503,DOCUMENT VERIFICATION AND INTERVIEW SCHEDULE OF LECTURER (METALLURGY) EXAM-2015 PROFORMA ,/assets/pdf/Notifications/INTV_DV_SCH_LECT_2015_30082024.pdf
1724976000000,201503,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_LECT_2015_30082024.pdf
1724371200000,202309,NOTIFICATION ABOUT ONLINE ADMIT CARD OF PARIVAHAN UP NIRIKSHAK (TECH.)-2023 (23-08-2024),/assets/pdf/Notifications/NOTI_ABOUT_AC_TSI_2023_23082024.pdf
1723766400000,202308,NOTIFICATION ABOUT ONLINE ADMIT CARD OF CIVIL JUDGE (MAINS) EXAM-2023 (16-08-2024),/assets/pdf/Notifications/NOTI_ABOUT_AC_CJME_2023_16082024.pdf
1721779200000,202308,NOTIFICATION FOR SCRIBE IN CIVIL JUDGE (MAINS) EXAM-2023 (24-07-2024),/assets/pdf/Notifications/NOTI_CJM_2023_SCRIBE_24072024.pdf
1720569600000,202308,IMPORTANT NOTIFICATION - CIVIL JUDGE (MAINS) EXAM-2023 (10-07-2024),/assets/pdf/Notifications/IMPNoti_CJME_2023_10072024.pdf
1719792000000,202308,NOTIFICATION FOR RE-OPEN OF ONLINE APPLICATION OF CIVIL JUDGE (MAINS) EXAM-2023 (01-07-2024),/assets/pdf/Notifications/REOPEN_OA_CJME_2023_01072024.pdf
1718928000000,999999,SHORT TENDER NOTICE FOR PURCHASE OF STATIONERY MATERIAL-2024-25 (21-06-2024) ,/assets/pdf/Notifications/Short_Tender_Notice_Stationary_21062024.pdf
1718755200000,202308,EXAM SCHEDULE - CIVIL JUDGE (MAINS) EXAMINATION -2023 (19-06-2024) ,/assets/pdf/Notifications/Exam_Sch_CJM_2023_19062024.pdf
1718755200000,202309,EXAM SCHEDULE - PARIVAHAN UP NIRIKSHAK (TECH.)-2023 (19-06-2024) ,/assets/pdf/Notifications/Exam_Sch_TSI_Tech_2023_19062024.pdf
1718668800000,,LIST OF DEBARRED CANDIDATES BY UPSC AND VARIOUS STATE PSC (18-06-2024),/assets/pdf/Notifications/List_Debarred_Candidates_18062024.pdf
1718323200000,202311,NOTIFICATION ABOUT ONLINE ADMIT CARD STATE SERVICE (MAINS) EXAM-2023 (14-06-2024),/assets/pdf/Notifications/Noti_About_AC_SSME_2023_14062024.pdf
1718150400000,202308,NOTIFICATION FOR CIVIL JUDGE (MAINS) EXAM-2023 (12-06-2024),/assets/pdf/Notifications/NOTI_CJME_2023_12062024.pdf
1717977600000,202311,SUCHANA-STATE SERVICE (MAINS) EXAM-2023 (10-06-2024),/assets/pdf/Notifications/Suchana_SSME_2023_10062024.pdf
1714953600000,202311,NOTIFICATION FOR RE-OPEN OF ONLINE APPLICATION OF STATE SERVICE (MAINS) EXAM-2023 (06-05-2024),/assets/pdf/Notifications/NOTI_SSME_2023_OA_EXTEND_06052024.pdf
1713744000000,202225,NOTIFICATION REGARDING DOCUMENT VERIFICATION OF PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION) EXAM- 2022 (22-04-2024),/assets/pdf/Notifications/Noti_DV_Peon_CGPSC_2022_22042024.pdf
1713744000000,202225,DOCUMENT VERIFICATION SCHEDULE -PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION) EXAM- 2022  REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_Schedule_Peon_CGPSC_2022_22042024.pdf
1713744000000,202225,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_Peon_CGPSC_2022_22042024.pdf
1713139200000,,LIST OF DEBARRED CANDIDATES BY UPSC AND VARIOUS STATE PSC (15-04-2024),/assets/pdf/Notifications/List_Debarred_Candidates_15042024.pdf
1712880000000,202311,NOTIFICATION FOR SCRIBE IN STATE SERVICE (MAINS) EXAM-2023 (12-04-2024),/assets/pdf/Notifications/NOTI_SCRIBE_SSME_2023_12042024.pdf
1712188800000,202311,EXAM SCHEDULE - STATE SERVICE (MAINS) EXAM-2023 (04-04-2024),/assets/pdf/Notifications/Exam_Schedule_SSME_2023_04042024.pdf
1712188800000,202225,NOTIFICATION REGARDING DOCUMENT VERIFICATION OF PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION) EXAM- 2022 (04-04-2024),/assets/pdf/Notifications/Noti_DV_Peon_CGPSC_2022_04042024.pdf
1712188800000,202225,DOCUMENT VERIFICATION SCHEDULE -PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION) EXAM- 2022,/assets/pdf/Notifications/DV_Schedule_Peon_CGPSC_2022_04042024.pdf
1712188800000,202225,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_Peon_CGPSC_2022_04042024.pdf
1711929600000,202311,NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2023 (01-04-2024),/assets/pdf/Notifications/Noti_SSME_2023_01042024.pdf
1711065600000,,LIST OF DEBARRED CANDIDATES BY UPSC AND VARIOUS STATE PSC (22-03-2024),/assets/pdf/Notifications/List_Debarred_Candidates_22032024.pdf
1709596800000,202310,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF VETERINARY ASSISTANT SURGEON- 2023 (05-03-2024),/assets/pdf/Notifications/NOTI_INTV_DV_SCH_VAS_2023_05032024.pdf
1709596800000,202310,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -VETERINARY ASSISTANT SURGEON- 2023,/assets/pdf/Notifications/INTV_DV_SCH_VAS_2023_05032024.pdf
1709596800000,202310,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_VAS_2023_05032024.pdf
1709510400000,202105,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF STATE ENGINEERING SERVICE EXAM- 2021 (04-03-2024),/assets/pdf/Notifications/NOTI_INTV_DV_SES_2021_040320224.pdf
1709510400000,202105,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE ENGINEERING SERVICE EXAM- 2021 ,/assets/pdf/Notifications/INTV_DV_SCH_SES_2021_04032024.pdf
1709510400000,202105,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_SES_2021_04032024.pdf
1709251200000,,NOTIFICATION-REGARDING UPCOMING RESULTS (01-03-2024),/assets/pdf/Notifications/Noti_Exam_Results_01032024.pdf
1708992000000,,LIST OF DEBARRED CANDIDATES BY UPSC AND VARIOUS STATE PSC (27-02-2024),/assets/pdf/Notifications/List_Debarred_Candidates_27022024.pdf
1708646400000,202311,NOTIFICATION- REGARDING ONLINE OBJECTION AND AMENDED MODEL ANSWER OF STATE SERVICE (PRELIMS) EXAM-2023 (23-02-2024),/assets/pdf/Notifications/Noti_MASSPE_20223_23022024.pdf
1708300800000,202311,NOTIFICATION-MODEL ANSWER OF STATE SERVICE (PRELIMS) EXAM-2023 (19-02-2024),/assets/pdf/Notifications/Noti_MASSPE_20223_19022024.pdf
1706832000000,202311,NOTIFICATION-REGARDING FULL ADDRESS OF EXAM CENTER (CENTER CODE 0804) - STATE SERVICE (PRELIMS) EXAM-2023 (02-02-2024),/assets/pdf/Notifications/Noti_SSPE_20223_0804_02022024.pdf
1706659200000,202311,NOTIFICATION ABOUT ADMIT CARD IN STATE SERVICE (PRELIMS) EXAM-2023 (31-01-2024),/assets/pdf/Notifications/Noti_AC_SSPE_2023_31012024.pdf
1706572800000,,NOTIFICATION - ANNUAL EXAM CALENDER AND REFORM INITIATIVES RELATED (30-01-2024),/assets/pdf/Notifications/Press_Notification_30012024.pdf
1706054400000,202306,"NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF ASSISTANT DIRECTOR, AGRICULTURE EXAM- 2023 (24-01-2024)",/assets/pdf/Notifications/NOTI_INTV_DV_ADA_2023_24012024.pdf
1706054400000,202306,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -ASSISTANT DIRECTOR, AGRICULTURE EXAM- 2023 ",/assets/pdf/Notifications/INTV_DV_SCH_ADA_2023_24012024.pdf
1706054400000,202306,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_ADA_2023_24012024.pdf
1706054400000,202302,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF DISTRICT AYURVEDA OFFICER EXAM- 2023 (24-01-2024),/assets/pdf/Notifications/NOTI_INTV_DV_DAO_2023_24012024.pdf
1706054400000,202302,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -DISTRICT AYURVEDA OFFICER EXAM- 2023,/assets/pdf/Notifications/INTV_DV_SCH_DAO_2023_24012024.pdf
1706054400000,202302,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_DAO_2023_24012024.pdf
1706054400000,202303,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF ASSISTANT DIRECTOR (TECHNICAL) EXAM- 2023 (24-01-2024),/assets/pdf/Notifications/NOTI_INTV_DV_ADT_2023_24012024.pdf
1706054400000,202303,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -ASSISTANT DIRECTOR (TECHNICAL) EXAM- 2023 ,/assets/pdf/Notifications/INTV_DV_SCH_ADT_2023_24012024.pdf
1706054400000,202303,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_ADT_2023_24012024.pdf
1705536000000,202311,NOTIFICATION FOR SCRIBE IN STATE SERVICE (PRELIMS) EXAM-2023 (18-01-2024),/assets/pdf/Notifications/NOTI_SCRIBE_SSPE_2023_18012024.pdf
1705536000000,202311,NOTIFICATION ABOUT ADMIT CARD IN STATE SERVICE (PRELIMS) EXAM-2023 (18-01-2024),/assets/pdf/Notifications/NOTI_AC_SSPE_2023_18012024.pdf
1703721600000,202229,KHANDAN (RTI RELATED)- CIVIL JUDGE EXAM-2022 (28-12-2023),/assets/pdf/Notifications/KHANDAN_28122023.pdf
1703721600000,,LIST OF DEBARRED CANDIDATES BY UPSC AND VARIOUS STATE PSC (28-12-2023),/assets/pdf/Notifications/List_Debarred_Candidates_28122023.pdf
1703203200000,202229,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF CIVIL JUDGE (ENTRY LEVEL) EXAM- 2022 (22-12-2023),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_CJ_2022_22122023.pdf
1703203200000,202229,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -CIVIL JUDGE (ENTRY LEVEL) EXAM- 2022,/assets/pdf/Notifications/DV_INTV_SCH_CJ_2022_22122023.pdf
1703203200000,202229,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_CJ_2022_22122023.pdf
1701388800000,202229,POSTPONEMENT OF INTERVIEW OF CIVIL JUDGE (ENTRY LEVEL) EXAM-2022 (01-12-2023),/assets/pdf/Notifications/Noti_Postponement_Intv_CJ_2022_01122023.pdf
1700438400000,202229,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF CIVIL JUDGE (ENTRY LEVEL) EXAM- 2022 (20-11-2023),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_CJ_2022_20112023.pdf
1700438400000,202229,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -CIVIL JUDGE (ENTRY LEVEL) EXAM- 2022 ,/assets/pdf/Notifications/DV_INTV_SCH_CJ_2022_20112023.pdf
1700438400000,202229, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_CJ_2022_20112023.pdf
1696982400000,201902,KHANDAN- ASSISTANT PROFESSOR EXAM-2019 (COMMERCE) (11-10-2023),/assets/pdf/Notifications/KHANDAN_11102023.pdf
1696723200000,202228,NOTIFICATION REGARDING STATE SERVICE (MAINS) EXAM-2022 (08-10-2023),/assets/pdf/Notifications/NOTI_SSME_2022_08102023.pdf
1694736000000,202228,NOTIFICATION REGARDING COPY OF ANSWER SHEET OF STATE SERVICE (MAINS) EXAM-2022 (15-09-2023),/assets/pdf/Notifications/NOTI_SSME_2022_15092023.pdf
1693267200000,202229,NOTIFICATION ABOUT ONLINE ADMIT CARD OF CIVIL JUDGE (ENTRY LEVEL) EXAM-2023 (29-08-2023),/assets/pdf/Notifications/NOTI_AC_CJP_2023_29082023.pdf
1692144000000,202228,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF STATE SERVICE EXAM- 2022 (16-08-2023),/assets/pdf/Notifications/NOTI_DV_INTV_SSE_2022_16082023.pdf
1692144000000,202228,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE SERVICE EXAM- 2022 ,/assets/pdf/Notifications/DV_INTV_SCH_SSE_2022_16082023.pdf
1692144000000,202228, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_SSE_2022_16082023.pdf
1692316800000,202306,"AMENDED NOTIFICATION ABOUT ONLINE ADMIT CARD OF ASSISTANT DIRECTOR, AGRICULTURE EXAM-2023 (18-08-2023)",/assets/pdf/Notifications/AMEND_NOTI_ABOUT_AC_ADA_2023_18082023.pdf
1692144000000,202303,"NOTIFICATION ABOUT ONLINE ADMIT CARD OF ASSISTANT DIRECTOR, TECHNICAL & DISTRICT AYURVEDA OFFICER EXAM-2023 (16-08-2023)",/assets/pdf/Notifications/NOTI_ABOUT_AC_ADT_DAO_2023_16082023.pdf
1692144000000,202308,NOTIFICATION FOR SCRIBE IN CIVIL JUDGE (ENTRY LEVEL) EXAM-2023 (16-08-2023),/assets/pdf/Notifications/NOTI_CJP_2023_SCRIBE_16082023.pdf
1691020800000,202307,NOTIFICATION FOR INTERVIEW OF VARIOUS POSTS IN SANSKRITI VIBHAG-2023 (03-08-2023),/assets/pdf/Notifications/INT_SCH_SANSKRITI_2023_03082023.pdf
1690934400000,202304,NOTIFICATION FOR INTERVIEW OF LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023 (02-08-2023),/assets/pdf/Notifications/INT_SCH_LECTURER_2023_02082023.pdf
1689897600000,202308,AMENDED EXAM SCHEDULE - CIVIL JUDGE EXAM-2023 (21-07-2023) ,/assets/pdf/Notifications/AMENDED_EXAM_SCH_CJ_2023_21072023.pdf
1689120000000,202308,EXAM SCHEDULE - CIVIL JUDGE EXAM-2023 (12-07-2023) ,/assets/pdf/Notifications/EXAM_SCH_CJ_2023_12072023.pdf
1689120000000,202302,EXAM SCHEDULE - DISTRICT AYURVEDA OFFICER EXAM-2023 AND ASSISTANT DIRECTOR (TECHNICAL) EXAM-2023(12-07-2023) ,/assets/pdf/Notifications/EXAM_SCH_DAO_ADT_2023_12072023.pdf
1689120000000,202306,EXAM SCHEDULE - ASSISTANT DIRECTOR AGRICULTURE EXAM-2023 (12-07-2023) ,/assets/pdf/Notifications/EXAM_SCH_ADA_2023_12072023.pdf
1688688000000,202223,AMENDED NOTIFICATION REGARDING COPY OF ANSWER SHEET & MARKSHEET OF CASUALTY MEDICAL OFFICER EXAM-2022 (07-07-2023),/assets/pdf/Notifications/AMEND_NOTI_CMO_2023_AS_MS_07072023.pdf
1688601600000,202214,"NOTIFICATION REGARDING COPY OF ANSWER SHEET & MARKSHEET OF SCIENTIFIC OFFICER (PHYSICS, CHEMISTRY, BIOLOGY) EXAM-2022 (06-07-2023)",/assets/pdf/Notifications/NOTI_SO_2022_AS_MS_06072023.pdf
1688601600000,202226,NOTIFICATION REGARDING COPY OF ANSWER SHEET & MARKSHEET OF AYURVEDA MEDICAL OFFICER EXAM-2022 (06-07-2023),/assets/pdf/Notifications/NOTI_AMO_2022_AS_MS_06072023.pdf
1688601600000,202222,NOTIFICATION REGARDING COPY OF ANSWER SHEET & MARKSHEET OF PHYSIOTHERAPIST EXAM-2022 (06-07-2023),/assets/pdf/Notifications/NOTI_PHY_2022_AS_MS_06072023.pdf
1688601600000,202105,IMPORTANT NOTIFICATION - STATE ENGINEERING SERVICES EXAM-2021 (06-07-2023) ,/assets/pdf/Notifications/NOTI_SES_2021_COURT_CASE_06072023.pdf
1688428800000,,IMPORTANT NOTICE- EDIT IN ONLINE APPLICATION (04-07-2023) ,/assets/pdf/Notifications/EDIT_OA_04072023.pdf
1687824000000,999999,SHORT TENDER NOTICE FOR SALE-2023 (27-06-2023) ,/assets/pdf/Notifications/SHORT_TENDER_NOTICE_27062023.pdf
1687392000000,202307,NOTIFICATION FOR DOCUMENT VERIFICATION OF VARIOUS POSTS IN SANSKRITI VIBHAG-2023 (22-06-2023),/assets/pdf/Notifications/Noti_DV_SANSKRITI_2023_22062023.pdf
1687392000000,202307,DOCUMENT VERIFICATION SCHEDULE -VARIOUS POSTS IN SANSKRITI VIBHAG-2023,/assets/pdf/Notifications/DV_SCH_SANSKRITI_2023_22062023.pdf
1687392000000,202307,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_SANSKRITI_2023_22062023.pdf
1687392000000,202304,NOTIFICATION FOR DOCUMENT VERIFICATION OF LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023 (22-06-2023),/assets/pdf/Notifications/Noti_DV_LECTURER_AYUSH_2023_22062023.pdf
1687392000000,202304,DOCUMENT VERIFICATION SCHEDULE -LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023,/assets/pdf/Notifications/DV_SCH_LECTURER_AYUSH_2023_22062023.pdf
1687392000000,202304, DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_LECTURER_AYUSH_2023_22062023.pdf
1687305600000,202308,CAVEAT SUCHANA FOR CIVIL JUDGE (ENTRY LEVEL) EXAM-2023 (21-06-2023) ,/assets/pdf/Notifications/Caveat_Suchana_CJP_2023_21062023.pdf
1687132800000,202229,NOTIFICATION ABOUT ONLINE ADMIT CARD CIVIL JUDGE (MAINS) EXAM-2022 (19-06-2023),/assets/pdf/Notifications/NOTI_ABOUT_AC_CJME_2022_19062023.pdf
1686787200000,202007,NOTIFICATION REGARDING COPY OF ANSWER SHEET & MARKSHEET OF CG FOREST SERVICE (COMBINED) EXAM-2020 (15-06-2023),/assets/pdf/Notifications/NOTI_ANSWER_SHEET_MARK_SHEET_CGFSE_2020_15062023.pdf
1686009600000,202229,NOTIFICATION FOR SCRIBE IN CIVIL JUDGE (MAINS) EXAM-2022 (06-06-2023),/assets/pdf/Notifications/NOTI_SCRIBE_CJME_2022_06062023.pdf
1686009600000,202228,NOTIFICATION ABOUT ONLINE ADMIT CARD STATE SERVICE (MAINS) EXAM-2022 (06-06-2023),/assets/pdf/Notifications/NOTI_ABOUT_AC_SSME_2022_06062023.pdf
1685923200000,999999,SHORT TENDER NOTICE FOR SALE-2023 (05-06-2023),/assets/pdf/Notifications/SHORT_TENDER_NOTICE_2023_05062023.pdf
1686614400000,,IMPORTANT NOTICE (13-06-2023),/assets/pdf/Notifications/IMP_NOTI_TENDER_NOTICE_13062023.pdf
1685577600000,202228,NOTIFICATION FOR SCRIBE IN STATE SERVICE (MAINS) EXAM-2022 (01-06-2023),/assets/pdf/Notifications/NOTI_SSME_2023_SCRIBE_01062023.pdf
1685318400000,202307,CAVEAT SUCHANA FOR VARIOUS POSTS IN SANSKRITI VIBHAG-2023 (29-05-2023) ,/assets/pdf/Notifications/Caveate_Suchana_advtno07_2023_29052023.pdf
1685318400000,202228,NOTIFICATION FOR RE-OPEN OF ONLINE APPLICATION OF STATE SERVICE (MAINS) EXAM-2022 (29-05-2023),/assets/pdf/Notifications/NOTI_SSME_2022_OA_EXTEND_29052023.pdf
1685059200000,202228,NOTIFICATION FOR RE-OPEN OF ONLINE APPLICATION OF STATE SERVICE (MAINS) EXAM-2022 (26-05-2023),/assets/pdf/Notifications/NOTI_SSME_2022_OA_EXTEND_26052023.pdf
1685059200000,202229,NOTIFICATION FOR RE-OPEN OF ONLINE APPLICATION OF CIVIL JUDGE (MAINS) EXAM-2022 (26-05-2023),/assets/pdf/Notifications/NOTI_CJM_2022_OA_EXTEND_26052023.pdf
1684540800000,202109,NOTIFICATION REGARDING COPY OF ANSWER SHEET OF STATE SERVICE (PRELIMS) EXAM-2021 (20-05-2023),/assets/pdf/Notifications/NOTI_SSPE_2021_20052023.pdf
1684454400000,202229,AMENDED EXAM SCHEDULE - CIVIL JUDGE (MAINS) EXAMINATION -2022 (19-05-2023) ,/assets/pdf/Notifications/NOTI_AMENDED_EXAM_SCH_CJM_2022_19052023.pdf
1684454400000,202228,"CAVEAT SUCHANA FOR VARIOUS ADVT NO. (28/2022,29/2022,02/2023,03/2023,04/2023,05/2023,06/2023) (19-05-2023) ",/assets/pdf/Notifications/Caveate_Suchana_ADVTN_28_29_2022_AND_02_03_04_05_06_2023.pdf
1684454400000,202007,CAVEAT SUCHANA FOR CG FOREST SERVICE (COMBINED) EXAM-2020 (19-05-2023) ,/assets/pdf/Notifications/Caveate_Suchana_CGFSE_2020_19052023.pdf
1684454400000,999999,SHORT TENDER NOTICE FOR PURCHASE OF STATIONERY MATERIAL-2023 (19-05-2023) ,/assets/pdf/Notifications/Short_Tender_Noti_Stationary_19052023.pdf
1684281600000,202225,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR PEON (GENERAL ADMINISTRATION DEPT. AND CGPSC) EXAM-2022 (17-05-2023),/assets/pdf/Notifications/NOTI_ABOUT_AC_PEON_2022_PHASE_2_17052023.pdf
1684195200000,202109,NOTIFICATION REGARDING COPY OF ANSWER SHEET OF STATE SERVICE (MAINS) EXAM-2021 (16-05-2023),/assets/pdf/Notifications/NOTI_SSE_2021_16052023.pdf
1684195200000,202007,IMPORTANT NOTIFICATION FOR CG FOREST SERVICE (COMBINED) EXAM-2020 (INTERVIEW DATE FROM 18-05-2023 TO 03-06-2023) (16-05-2023),/assets/pdf/Notifications/IMP_NOTI_CGFSE2020_16052023.pdf
1683849600000,202228,NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2022 (12-05-2023),/assets/pdf/Notifications/Noti_SSME_2022_12052023.pdf
1683849600000,202229,NOTIFICATION FOR CIVIL JUDGE (MAINS) EXAM-2022 (12-05-2023),/assets/pdf/Notifications/Noti_CJME_2022_12052023.pdf
1683763200000,202223,NOTIFICATION REGARDING INTERVIEW OF CASUALTY MEDICAL OFFICER EXAM- 2022 (11-05-2023),/assets/pdf/Notifications/Noti_INT_SCH_CMO_2022_11052023.pdf
