33,"Model Answer of Registrar, Deputy Registrar, Assistant Registrar Exam-2020, Assistant Director Public Relation (Hindi Medium) Exam -2021 & Registrar (College) Exam-2021-(26-08-2021)",26-08-2021,1629936000000,https://psc.cg.gov.in/pdf/Model_Answer/MA_RDRAR_ADJ_RC_26082021.pdf
34,Amended Model Answer of State Service (Prelims) Exam-2020-(14-03-2021),14-03-2021,1615680000000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_SSPE_2020_14032021.pdf
35,Model Answer of State Service (Prelims) Exam-2020-(15-02-2021),15-02-2021,1613347200000,https://psc.cg.gov.in/pdf/Model_Answer/MA_SSPE_2020_15022021.pdf
34,Model Answer of State Engineering Service Exam-2020-(22-01-2021),22-01-2021,1611273600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_SES_2020_22012021.pdf
35,Amended Model Answer of Assistant Professor (Higher Education Dept.) Exam-2019,18-01-2021,1610928000000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AP_2019/PN_AMA_AP_2019_18012021.pdf
,SUBJECT WISE AMENDED MODEL ANSWER- (18-01-2021),18-01-2021,1610928000000,https://psc.cg.gov.in/HTM/AMA_AP_2019.HTML
36,Amended Model Answer of Assistant Director Agriculture Exam-2020-(18-01-2021),18-01-2021,1610928000000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADA_2020_18012021.pdf
37,Amended Model Answer of Insurance Medical Officer Exam-2020-(12-01-2021),12-01-2021,1610409600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_IMO_2020_12012021.pdf
38,"Amended Model Answer of Assistant Geo-Hydrologist, Assistant Geo-Physics, Assistant Geo-Chemist Exam-2020 (12-01-2021)",12-01-2021,1610409600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AGH_AGP_AGC_2020_12012021.pdf
39,"Amended Model Answer of Assistant Director, Jansampark (English Medium) Exam-2020-(02-01-2021)",02-01-2021,1609545600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADJEM_2020_02012021.pdf
40,Final Amended Model Answer of State Service (Prelims) Exam-2019 (26-12-2020),26-12-2021,1640476800000,https://psc.cg.gov.in/pdf/Model_Answer/FAMA_SSPE_2019_26122020.pdf
41,Amended Model Answer of Civil Judge Exam-2020 (20-12-2020),20-12-2020,1608422400000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CJ_2020_20122020.pdf
42,Model Answer of Assistant Director Agriculture Exam-2020-(17-12-2020),17-12-2020,1608163200000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADA_2020_17122020.pdf
43,Model Answer of Insurance Medical Officer Exam-2020-(09-12-2020),09-12-2020,1607472000000,https://psc.cg.gov.in/pdf/Model_Answer/MA_IMO_2020_09122020.pdf
44,"Model Answer of Assistant Director, Jansampark (English Medium) Exam-2020-(02-12-2020)",02-12-2020,1606867200000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADJEM_2020_02122020.pdf
45,"Model Answer of Assistant Geo-Hydrologist, Assistant Geo-Physics, Assistant Geo-Chemist Exam-2020-(28-11-2020)",28-11-2020,1606521600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_AGH_AGP_AGC_2020_28112020.pdf
46,Model Answer of Assistant Professor (Higher Education Dept.) Exam-2019-(24-11-2020),24-11-2020,1606176000000,https://psc.cg.gov.in/pdf/Model_Answer/MA_AP_2019_24112020.pdf
47,Model Answer of Assistant Professor (Higher Education Dept.) Exam-2019 -(19-11-2020),19-11-2020,1605744000000,https://psc.cg.gov.in/pdf/Model_Answer/MA_AP_2019_19112020.pdf
48,Model Answer of Civil Judge Exam-2020 ,12-11-2020,1605139200000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CJ_2020_12112020.pdf
49,Amended Model Answer of State Service (Prelims) Exam-2019,29-05-2020,1590710400000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_SSPE_2019.pdf
50,Model Answer of State Service (Prelims) Exam-2019,12-02-2020,1581465600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_SSPE_2019.pdf
51,Amended Model Answer of Librarian and Sports Officer Exam-2019,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_Lib_SO_2019.pdf
52,Model Answer of Librarian and Sports Officer Exam-2019 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_LSO_2019.pdf
,Online Objection Instruction,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/LSO_2019_Obj_Instruction.pdf
53,Question Paper-Librarian ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/qp_librarian_2019.pdf
54,Question Paper-Sports Officer,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/qp_sports_officer_2019.pdf
55,"Amended Model Answer of Assistant Director (Planning, Economics, Statistics) Exam-2019",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADPES_2019.pdf
56,Amended Model Answer of Assistant Director Research Exam-2018,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AD_R_2018.pdf
,"Amended Model Answer of Assistant Director (Survey, Planning) Exam-2018",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AD_PS_2018.pdf
57,Model Answer of Assistant Director Research-2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADR_2018.pdf
,Question Paper-Commerce ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADR2018_Commerce.pdf
58,Question Paper-Economics,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADR2018_Economics.pdf
59,Question Paper-Geography,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADR2018_Geography.pdf
60,Question Paper-Mathematics,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADR2018_Mathematics.pdf
61,Question Paper-Social Science,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADR2018_Social_Science.pdf
62,Question Paper-Statistics,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADR2018_Statistics.pdf
63,"Model Answer of Assistant Director Survey 2018, Assistant Director Planning 2018,Assistant Director (Planning, Economics, Statistics) Exam-2019 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADSURVEY18-ADPLANNING18_ADPES19.pdf
64,Question Paper (AD-Survey) 2018,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADSURVEY2018.pdf
65,Question Paper (AD-Planning) 2018,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADplanning2018.pdf
66,Question Paper (AD-PES) 2018,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_AD_PES2019.pdf
67,Amended Model Answer of Peon/Dak Runner/Driver/Farrash (CGPSC) Exam-2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CGPSC2_2018.pdf
68,Amended Model Answer of Civil Judge Exam-2019 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CJ_2019.pdf
69,Amended Model Answer of Chief Municipal Officer (Varg 'Kha' & 'Ga') Exam- 2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CMO_2018.pdf
70,Model Answer of Peon/Dak Runner/Driver/Farrash (CGPSC) Exam-2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CGPSC2_2018.pdf
,Model Answer of Civil Judge Exam-2019 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CJ_2019.pdf
71,Question Paper ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_CJ_2019.pdf
,Model Answer of Chief Municipal Officer (Varg 'Kha' & 'Ga') Exam- 2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CMO_2018.pdf
72,Amended Model Answer of Assistant Director Jansampark Exam- 2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADJ_2018.pdf
,Amended Model Answer of State Service (Prelims) Exam- 2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_SSPE_2018.pdf
,Model Answer of Assistant Director Jansampark Exam- 2018,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADJ_2018.pdf
73,Question Paper ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADJ_2018.pdf
,Model Answer of State Service (Prelims) Exam- 2018 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_SSPE_2018.pdf
74,Amended Model Answer of CG Forest Service (Combined) Exam- 2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CGFSE_2017.pdf
75,Amended Model Answer of various posts of CGPSC Exam- 2018 and Astt. Grade-3 (CGPSC)-2015 (Exam Date-28th June 2018) ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CGPSC_2018_2015.pdf
76,Model Answer of Various Posts of Sports and Youth Welfare Dept.Exam- 2018 (Exam Date-29th July 2018) ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_YW_2018.pdf
77,QUESTION PAPER ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_AD_ADMIN_SO_2018.pdf
78,Model Answer of Youth Welfare Officer Exam- 2018 (Exam Date-10th July 2018) ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_YWO_2018.pdf
79,QUESTION PAPER ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_YWO_2018.pdf
80,Model Answer of various posts of CGPSC Exam- 2018 and Astt. Grade-3 (CGPSC)-2015 (Exam Date-28th June 2018) ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CGPSC_2018_2015.pdf
81,1-QUESTION PAPER-LIBRARIAN & STORE KEEPER ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_CGPSC_2018_2015/LIB_SK_2018.pdf
82,"2-QUESTION PAPER-AG-3, STENO TYPIST, STENO GRAPHER GRADE-3 AND AG-3(BACKLOG) ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_CGPSC_2018_2015/AG3_ST_STENO3_2018.pdf
83,Amended Model Answer of State Service Exam (Prelims) - 2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_SSPE_2017.pdf
84,MODEL ANSWER OF STATE SERVICE (PRELIMS) EXAM-2017 (AS PER THE ORDER OF HON'BLE HIGH COURT DATED 15-05-2018 & 16-05-2018) ,,-2209161600000,https://psc.cg.gov.in/pdf/MODEL_ANSWER/SSPE_2017_MA_3561_3766.PDF
85,Model Answer of CG Forest Service (Combined) Exam- 2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CGFSE_2017.pdf
86,Amended Model Answer of Ayurved Medical Officer Exam -2017 (Exam Date-25th Jan 2018),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AMO_2017.pdf
87,Model Answer of State Engineering Service Exam -2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_SES_2017.pdf
88,QUESTION PAPER- GENERAL STUDIES ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_GS_SES_2017.pdf
88, QUESTION PAPER-CIVIL ENGINEERING,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_CIVIL_ENGG_SES_2017.pdf
89, QUESTION PAPER-ELECTRICAL ENGINEERING ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ELECT_ENGG_SES_2017.pdf
90,QUESTION PAPER-MECHANICAL ENGINEERING ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_MECH_ENGG_SES_2017.pdf
91,Amended Model Answer of Legal Officer and Registrar Exam -2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_LO_REG_2017.pdf
92,Model Answer of State Service Exam (Prelims) - 2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_SSPE_2017.pdf
93,Model Answer of Ayurved Medical Officer Exam -2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_AMO_2017.pdf
94,Question Paper (Exam Date-25th Jan 2018),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_AMO_2017.pdf
95,Model Answer of Legal Officer and Registrar Exam -2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_LO_REG_2017.pdf
96,Question Paper Legal Officer ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_LO_2017.pdf
97,Question Paper Registrar (Exam Date-22nd Dec 2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_REG_2017.pdf
98,"Amended Model Answer of Astt. Director, Handloom Exam -2017 (Exam Date-18th Nov 2017)",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMEND_MA_ADH_2017.pdf
99,"Amended Model Answer of Homoeopathy Medical Officer Exam -2017, Lecturer (Mech. Engg.), Librarian (Exam Date-13th Oct 2017)",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMEND_MA_HMO_LECT_LIB_2017.pdf
100,"Model Answer of Astt. Director, Handloom Exam -2017 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADh_2017.pdf
101,Question Paper (Exam Date-18th Nov 2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADH_2017.pdf
102,"Amended Model Answer of Astt. Director, Sericulture Exam -2017 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADS_2017.pdf
103,Amended Model Answer of Librarian and Sports Officer Exam-2017,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_LIB_SO_2017.pdf
104,"Model Answer of Homoeopathy Medical Officer Exam -2017, Lecturer (Mech. Engg.), Librarian (Exam Date-13th Oct 2017) ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_13TH_OCT_2017.pdf
105,Question Paper(HMO-2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_HMO_2017.pdf
106,Question Paper(Lecturer-2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_lect_2017.pdf
107, Question Paper(Librarian-2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_lib_2017.pdf
108,"Amended Model Answer of Scientific Officer (Chemistry), Scientific Officer (Botany) Exam -2017 (Exam Date-09th July 2017)",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_SO_CHEM_BOTA_2017.pdf
109,Amended Model Answer of Sahayak Jila Lok Abhiyojan Adhikari Exam -2017 (Exam Date-09th July 2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADPPO_2017.pdf
110,Amended Model Answer of Civil Judge(Entry Level) Exam-2017 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CJP_2017.pdf
111,"Model Answer of Astt. Director, Sericulture Exam -2017 (Exam Date-23rd July 2017) ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADS_2017.pdf
,Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADS_2017.pdf
,Model Answer of Sahayak Jila Lok Abhiyojan Adhikari Exam -2017 (Exam Date-09th July 2017),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADPPO_2017.pdf
,Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADPPO_2017.pdf
,"Model Answer of Librarian, Sports Officer & Scientific Officer (Chemistry), Scientific Officer (Botany) Exam -2017 (Exam Date-09th July 2017) ||NOTIFICATION|| Question Paper(Librarian)|| Question Paper (Sports Officer) || Question Paper(Scientific Officer- Chemistry)|| Question Paper (Scientific Officer- Botany)",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_LIB_SO_SOC_SOB_2017.pdf
,NOTIFICATION,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_LIB_SO_SOC_SOB_2017_NOTIFICATION.pdf
,Question Paper(Librarian),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_Lib_2017.pdf
,Question Paper (Sports Officer) ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_SO_2017.pdf
,Question Paper(Scientific Officer- Chemistry,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_SOC_2017.pdf
,Question Paper (Scientific Officer- Botany),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_SOB_2017.pdf
,Model Answer of Civil Judge (Entry Level) Exam -2017 (Exam Date-25th June 2017) ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CJP_2017.pdf
,Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_CJP_2017.pdf
,"Amended Model Answer of Astt. Professor, (English) Exam -2014 (Exam Date-26th March 2017)",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AP_ENG_2014_26_03.pdf
,"Amended Model Answer of Astt. Director, Industry/Manager Exam -2016 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_ADIM_2016.pdf
,Model Answer of Astt. Professor (English) Exam -2014 (Exam Date-26th March 2017) || Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_APE_2014.pdf
,Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ENGLISH_AP_2014_26th_March_2017.pdf
,Amended Model Answer of Various Posts Advertised for HFW Dept. (Exam Date -16th July 2016),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMEND_MA_MED1415_2.pdf
,Amended Model Answer of State Service Exam (Prelims) - 2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_SSPE2016.pdf
,"Model Answer of Astt. Director, Industry/Manager Exam -2016 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADIM_2016.pdf
,Final Amended Model Answer of Civil Judge Exam-2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/Final_AMA_CJP2016.pdf
,Model Answer of State Service Exam (Prelims) - 2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/SSE2016_MA.pdf
,"Amended Model Answer of Assistant Director (Planning, Survey) Exam-2016 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMEND_MA_ADPS2016.pdf
112,Amended Model Answer of ARTO & TSI Exam-2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMEND_MA_ARTO2016.pdf
113,Amended Model Answer of Principal (Verg-2) Exam-2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_PG22016.pdf
114,Amended Model Answer of Civil Judge Exam-2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_CJP2016.pdf
115,Model Answer of ARTO & TSI Exam-2016 ,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ARTOTSI2016.pdf
116, Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ARTOTSI2016.pdf
117,"Model Answer of Assistant Director (Planning, Survey) Exam-2016 ",,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_ADPS2016.pdf
118,Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_ADPS2016.pdf
119,Amended Model Answer of Assistant Professor Exam-2014 (Exam Date 28th Sep 2016),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AP2014-2nd_Phase.pdf
,Amended Model Answer of Assistant Professor Exam-2014,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMA_AP2014.pdf
,Model Answer of Vayavhaar Nyayadhish (Entry Level) Exam-2016 || Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_CJ2016.pdf
,Question Paper,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP_CJ2016.pdf
,Amended Model Answer of State Engineering Service Exam-2016,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/AMEND_MA_SES2016.pdf
,Model Answer of Astt. Professor Exam-2014 (Exam Date - 28th Sep 2016),,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/MA_AP2014_2.pdf
,1. ENGLISH,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP01.pdf
,2. PHYSICS,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP02.pdf
,3. POLITICAL SCIENCE,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP03.pdf
,4. HINDI,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP04.pdf
,5. SANSKRIT,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP05.pdf
120,6. MICROBIOLOGY,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP06.pdf
,7. HOME SCIENCE,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP07.pdf
,8. COMMERCE,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP08.pdf
,9. CHEMISTRY,,-2209161600000,https://psc.cg.gov.in/pdf/Model_Answer/QP2ndphase/QP_AP2014/AP09.pdf
