item_code,advt_no,details,link,published
1.74E+12,201901,"PROFESSOR, ASSOCIATE PROFESSOR & HOD - 2019",NULL,1
1.74E+12,201810,"ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY)-2018 ",NULL,1
1.74E+12,201809,CHIEF MUNICIPAL OFFICER (VERG KHA & GA)-2018 ,NULL,1
1.73E+12,201808,"ASSISTANT DIRECTOR, JANSAMPARK-2018",NULL,1
1.74E+12,201807,STATE SERVICE EXAMINATION-2018,NULL,1
1.73E+12,201806,READER (HFW)-2018,NULL,1
1.73E+12,201805,DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2018,NULL,1
1.73E+12,201804,ASTT. GEOLOGIST AND MINING INSPECTOR-2018,NULL,1
1.73E+12,201803,SCIENTIFIC OFFICER - 2018,NULL,1
1.73E+12,201802,VARIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018,NULL,1
1.73E+12,201801,CHHATTISGARH PUBLIC SERVICE COMMISSION-2018,NULL,1
1.73E+12,201715,CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2017,NULL,1
1.74E+12,201714,STATE SERVICE EXAMINATION-2017,NULL,1
1.73E+12,201713,STATE ENGINEERING SERVICE EXAMINATION-2017,NULL,1
1.73E+12,201712,UNANI MEDICAL OFFICER/PHYSICIAN-2017,NULL,1
1.73E+12,201711,AYURVEDA MEDICAL OFFICER/PHYSICIAN-2017,NULL,1
1.73E+12,201710,LAW OFFICER - 2017,NULL,1
1.73E+12,201709,HOMEOPATHY MEDICAL OFFICER-2017,NULL,1
1.73E+12,201708,"ASSISTANT DIRECTOR, HANDLOOM - 2017",NULL,1
1.73E+12,201707,LECTURER AND LIBRARIAN - 2017,NULL,1
1.73E+12,201706,REGISTRAR-2017,NULL,1
1.73E+12,201705,CIVIL JUDGE (ENTRY LEVEL) EXAM -2017,NULL,1
1.73E+12,201704,"SAHAYAK SANCHALAK, RESHAM -2017",NULL,1
1.74E+12,201703,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI -2017,NULL,1
1.73E+12,201702,READER & SCIENTIFIC OFFICER -2017,NULL,1
1.73E+12,201701,GRANTHPAL & KRIDADHIKARI - 2017,NULL,1
1.73E+12,201612,INSURANCE MEDICAL OFFICER (BACKLOG)-2016,NULL,1
1.73E+12,201611,STATE SERVICE EXAMINATION - 2016,NULL,1
1.73E+12,201610,ASTT. PROFESSOR (MEDICAL EDUCATION)-2016,NULL,1
1.74E+12,201609,ASTT. DIRECTOR INDUSTRY-2016 ,NULL,1
1.73E+12,201608,CIVIL JUDGE (ENTRY LEVEL) - 2016,NULL,1
1.73E+12,201607,SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2016,NULL,1
1.74E+12,201606,STATE ENGINEERING SERVICES EXAMINATION-2016,NULL,1
1.73E+12,201605,MINING INSPECTOR (BACKLOG)-2016,NULL,1
1.73E+12,201604,"ASSISTANT DIRECTOR, PLANNING & ASSISTANT DIRECTOR, SURVEY- 2016",NULL,1
1.74E+12,201603,CHHATTISGARH FOREST SERVICE EXAM - 2016 ,NULL,1
1.73E+12,201602,ASSISTANT DIRECTOR FISHERIES - 2016,NULL,1
1.73E+12,201601,PRACHARYA (VERG-2) - 2016,NULL,1
1.74E+12,201513,"PROFESSOR, ASSOCIATE PROFESSOR, ASSISTANT PROFESSOR, HOD, LECTURER-2015",NULL,1
1.73E+12,201512,CIVIL JUDGE (ENTRY LEVEL) EXAM -2015,NULL,1
1.74E+12,201511,VISHESHGYA CHIKITSAK (AYUSH VING/THERAPY CENTER)-2015,NULL,1
1.74E+12,201510,DENTAL SURGEON & PSYCHIATRISTS-2015,NULL,1
1.74E+12,201509,VETERINARY ASSISTANT SURGEON-2015,NULL,1
1.74E+12,201508,STATE SERVICE EXAMINATION - 2015 ,NULL,1
1.73E+12,201507,CHHATTISGARH PUBLIC SERVICE COMMISSION -2015,NULL,1
1.73E+12,201506,VETERINARY ASSISTANT SURGEON (BACKLOG)-2015,NULL,1
1.73E+12,201505,VISHESHGYA AYURVEDA -H&FW DEPT.-2015,NULL,1
1.73E+12,201504,SCIENTIFIC OFFICER - 2015,NULL,1
1.73E+12,201503,ASSISTANT PROFESSOR (ENGINEERING COLLEGE) AND LECTURER (POLYTECHNIC)-2015,NULL,1
1.73E+12,201502,BOILER INSPECTOR - 2015,NULL,1
1.74E+12,201501,LECTURER AND READER (HFW DEPT.)-2015 ,NULL,1
1.73E+12,201414,ASSISTANT DIRECTOR HORTICULTURE-2014,NULL,1
1.73E+12,201413,STATE SERVICES EXAMINATION- 2014,NULL,1
1.74E+12,201412,STATE ENGINEERING SERVICES EXAM-2014,NULL,1
1.74E+12,201411,ASSISTANT PROFESSOR  (HIGHER EDUCATION) - 2014,NULL,1
1.74E+12,201410,"ASSISTANT DIRECTOR, INDUSTRIAL HEALTH & SAFETY-2014",NULL,1
1.74E+12,201409,VARIOUS POST UNDER HEALTH AND FAMILY WELFARE DEPT (MEDICAL EDUCATION)-2014,NULL,1
1.73E+12,201408,"KUL SACHIV, UP KULSACHIV, SAHAYAK KULSACHIV-2014",NULL,1
1.73E+12,201407,SAHAYAK SANCHALAK JANSAMPARK-2014,NULL,1
1.74E+12,201406,"SAHAYAK ANUSANDHAN ADHIKARI, SAHAYAK NIYOJAN ADHIKARI, SAHAYAK JANSAMPARK ADHIKARI-2014 ",NULL,1
1.73E+12,201405,VARIOUS POSTS UNDER HEALTH AND FAMILY WELFARE DEPT. (MEDICAL EDUCATION) -2014,NULL,1
1.74E+12,201404,MINING INSPECTOR -2014 ,NULL,1
1.73E+12,201403,MINING OFFICER -2014,NULL,1
1.73E+12,201402,CIVIL JUDGE (ENTRY LEVEL) EXAM-2014,NULL,1
1.73E+12,201401,SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2014,NULL,1
1.74E+12,201307,STATE SERVICE EXAMINATION-2013 ,NULL,1
1.73E+12,201306,ASSISTANT BLOCK EDUCATION OFFICER - 2013,NULL,1
1.74E+12,201305,"ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY) - 2013",NULL,1
1.73E+12,201304,ASSISTANT DIRECTOR FISHERISH- 2013,NULL,1
1.73E+12,201303,BIMA CHIKITSA ADHIKARI- 2013,NULL,1
1.73E+12,201302,GRANTHPAL- 2013,NULL,1
1.73E+12,201301,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI (ADPPO)- 2013,NULL,1
1.73E+12,201203,"ASTT. DIRECTOR, AGRICULTURE-2012",NULL,1
1.74E+12,201202,STATE SERVICE EXAMINATION-2012,NULL,1
1.74E+12,201201,VETERINARY ASSISTANT SURGEON-2012,NULL,1
1.74E+12,201106,STATE SERVICE EXAMINATION-2011 ,NULL,1
1.73E+12,201105,CHHATTISGARH PUBLIC SERVICE COMMISSION-2011,,1
1.73E+12,201104,CHEMIST-2011,NULL,1
1.73E+12,201103,ASTT. CONTROLLER NAAP TAUL-2011,NULL,1
1.73E+12,201102,SAHAYAK BHAUMIKI VID-2011,NULL,1
1.73E+12,201101,ASSISTANT DIRECTOR (HATHKARGHA)-2011,NULL,1
1.73E+12,201003,MINING INSPECTOR-2010,NULL,1
1.73E+12,201002,MUKHYA NAGAR PALIKA ADHIKARI VERG 'KHA' & VERG 'GA'-2010,NULL,1
1.73E+12,201001,SAHAYAK SANCHALAK (RESHAM)-2010,NULL,1
1.73E+12,200907,VISHESHGYA AYURVEDA - H & F W DEPT. -2009,NULL,1
1.73E+12,200906,VISHESHGYA CHIKITSAK (SPECIALIST)- H. & F. W.  DEPT.-2009,NULL,1
1.73E+12,200905,DISTRICT AYURVED OFFICERS-2009,NULL,1
1.74E+12,200904,"Lecturer, Reader - Govt. Ayurved College, Senior Scientific Officer (H & F W ) -2009",NULL,1
1.74E+12,200903,HOMEOPATHY AND UNANI MEDICAL OFFICERS-2009,NULL,1
1.73E+12,200902,DISTRICT MALERIA OFFICER - 2009,NULL,1
1.73E+12,200901,ASTT. PROFESSOR (HIGHER EDUCATION DEPARTMENT)-2009,NULL,1
1.73E+12,200811,ASTT. PROFESSOR- CLINICAL NON CLINCICAL (HEALTH AND FAMILY WELFARE DEPARTMENT)-2008,NULL,1
