item_code,advt_no,details,link,published
1740000000000,202109,STATE SERVICE EXAMINATION-2021,NULL,1
1740000000000,202108,MEDICAL SPECIALIST [ DEPT. OF PUBLIC HEALTH & FAMILY WELFARE]-2021 ,NULL,1
1740000000000,202107,PROFESSOR [HIGHER EDUCATION DEPT.]-2021,NULL,1
1740000000000,202106,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI-2021,NULL,1
1740000000000,202105,STATE ENGINEERING SERVICE EXAM-2021,NULL,1
1740000000000,202104,VETERINARY ASSISTANT SURGEON - 2021,NULL,1
1730000000000,202103,REGISTRAR (HIGHER EDUCATION DEPT.)-2021,NULL,1
1730000000000,202102,"ASSISTANT DIRECTOR, JANSAMPARK (HINDI MEDIUM)-2021",NULL,1
1740000000000,202101,ASSISTANT PROFESSOR (MEDICAL)-2021,NULL,1
1740000000000,202010,"KUL SACHIV, UP KUL SACHIV & SAHAYAK KUL SACHIV-2020",NULL,1
1740000000000,202009,STATE SERVICE EXAMINATION-2020,NULL,1
1730000000000,202008,ASSISTANT DIRECTOR JANSAMPARK (ENGLISH MED.) -2020 ,NULL,1
1740000000000,202007,CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2020 ,NULL,1
1730000000000,202006,"ASTT. DIRECTOR, AGRICULTURE-2020",NULL,1
1740000000000,202005,INSURANCE MEDICAL OFFICER - 2020,NULL,1
1740000000000,202004,VETERINARY ASSISTANT SURGEON-2020,NULL,1
1740000000000,202003,"ASSISTANT GEO-HYDROLOGIST, ASSISTANT GEO-PHYSICS, ASSISTANT GEO-CHEMIST-2020",NULL,1
1740000000000,202002,CIVIL JUDGE (ENTRY LEVEL) EXAM - 2020,NULL,1
1730000000000,202001,STATE ENGINEERING SERVICE EXAMINATION-2020,NULL,1
1730000000000,201907,STATE SERVICE EXAMINATION-2019,NULL,1
1730000000000,201906,LECTURER (H F W DEPT) - 2019,NULL,1
1740000000000,201905,LIBRARIAN AND SPORTS OFFICER (HIGHER EDUCATION)-2019,NULL,1
1730000000000,201904,"ASSISTANT DIRECTOR (DEPT. OF PLANNING, ECONOMICS & STATISTICS )-2019",NULL,1
1730000000000,201903,CIVIL JUDGE (ENTRY LEVEL) EXAM -2019,NULL,1
1740000000000,201902,ASSISTANT PROFESSOR [HIGHER EDUCATION DEPT.] - 2019,NULL,1
1740000000000,201901,"PROFESSOR, ASSOCIATE PROFESSOR & HOD - 2019",NULL,1
1740000000000,201810,"ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY)-2018 ",NULL,1
1740000000000,201809,CHIEF MUNICIPAL OFFICER (VERG KHA & GA)-2018 ,NULL,1
1730000000000,201808,"ASSISTANT DIRECTOR, JANSAMPARK-2018",NULL,1
1740000000000,201807,STATE SERVICE EXAMINATION-2018,NULL,1
1730000000000,201806,READER (HFW)-2018,NULL,1
1730000000000,201805,DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2018,NULL,1
1730000000000,201804,ASTT. GEOLOGIST AND MINING INSPECTOR-2018,NULL,1
1730000000000,201803,SCIENTIFIC OFFICER - 2018,NULL,1
1730000000000,201802,VARIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018,NULL,1
1730000000000,201801,CHHATTISGARH PUBLIC SERVICE COMMISSION-2018,NULL,1
1730000000000,201715,CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2017,NULL,1
1740000000000,201714,STATE SERVICE EXAMINATION-2017,NULL,1
1730000000000,201713,STATE ENGINEERING SERVICE EXAMINATION-2017,NULL,1
1730000000000,201712,UNANI MEDICAL OFFICER/PHYSICIAN-2017,NULL,1
1730000000000,201711,AYURVEDA MEDICAL OFFICER/PHYSICIAN-2017,NULL,1
1730000000000,201710,LAW OFFICER - 2017,NULL,1
1730000000000,201709,HOMEOPATHY MEDICAL OFFICER-2017,NULL,1
1730000000000,201708,"ASSISTANT DIRECTOR, HANDLOOM - 2017",NULL,1
1730000000000,201707,LECTURER AND LIBRARIAN - 2017,NULL,1
1730000000000,201706,REGISTRAR-2017,NULL,1
1730000000000,201705,CIVIL JUDGE (ENTRY LEVEL) EXAM -2017,NULL,1
1730000000000,201704,"SAHAYAK SANCHALAK, RESHAM -2017",NULL,1
1740000000000,201703,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI -2017,NULL,1
1730000000000,201702,READER & SCIENTIFIC OFFICER -2017,NULL,1
1730000000000,201701,GRANTHPAL & KRIDADHIKARI - 2017,NULL,1
1730000000000,201612,INSURANCE MEDICAL OFFICER (BACKLOG)-2016,NULL,1
1730000000000,201611,STATE SERVICE EXAMINATION - 2016,NULL,1
1730000000000,201610,ASTT. PROFESSOR (MEDICAL EDUCATION)-2016,NULL,1
1740000000000,201609,ASTT. DIRECTOR INDUSTRY-2016 ,NULL,1
1730000000000,201608,CIVIL JUDGE (ENTRY LEVEL) - 2016,NULL,1
1730000000000,201607,SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2016,NULL,1
1740000000000,201606,STATE ENGINEERING SERVICES EXAMINATION-2016,NULL,1
1730000000000,201605,MINING INSPECTOR (BACKLOG)-2016,NULL,1
1730000000000,201604,"ASSISTANT DIRECTOR, PLANNING & ASSISTANT DIRECTOR, SURVEY- 2016",NULL,1
1740000000000,201603,CHHATTISGARH FOREST SERVICE EXAM - 2016 ,NULL,1
1730000000000,201602,ASSISTANT DIRECTOR FISHERIES - 2016,NULL,1
1730000000000,201601,PRACHARYA (VERG-2) - 2016,NULL,1
1740000000000,201513,"PROFESSOR, ASSOCIATE PROFESSOR, ASSISTANT PROFESSOR, HOD, LECTURER-2015",NULL,1
1730000000000,201512,CIVIL JUDGE (ENTRY LEVEL) EXAM -2015,NULL,1
1740000000000,201511,VISHESHGYA CHIKITSAK (AYUSH VING/THERAPY CENTER)-2015,NULL,1
1740000000000,201510,DENTAL SURGEON & PSYCHIATRISTS-2015,NULL,1
1740000000000,201509,VETERINARY ASSISTANT SURGEON-2015,NULL,1
1740000000000,201508,STATE SERVICE EXAMINATION - 2015 ,NULL,1
1730000000000,201507,CHHATTISGARH PUBLIC SERVICE COMMISSION -2015,NULL,1
1730000000000,201506,VETERINARY ASSISTANT SURGEON (BACKLOG)-2015,NULL,1
1730000000000,201505,VISHESHGYA AYURVEDA -H&FW DEPT.-2015,NULL,1
1730000000000,201504,SCIENTIFIC OFFICER - 2015,NULL,1
1730000000000,201503,ASSISTANT PROFESSOR (ENGINEERING COLLEGE) AND LECTURER (POLYTECHNIC)-2015,NULL,1
1730000000000,201502,BOILER INSPECTOR - 2015,NULL,1
1740000000000,201501,LECTURER AND READER (HFW DEPT.)-2015 ,NULL,1
1730000000000,201414,ASSISTANT DIRECTOR HORTICULTURE-2014,NULL,1
1730000000000,201413,STATE SERVICES EXAMINATION- 2014,NULL,1
1740000000000,201412,STATE ENGINEERING SERVICES EXAM-2014,NULL,1
1740000000000,201411,ASSISTANT PROFESSOR  (HIGHER EDUCATION) - 2014,NULL,1
1740000000000,201410,"ASSISTANT DIRECTOR, INDUSTRIAL HEALTH & SAFETY-2014",NULL,1
1740000000000,201409,VARIOUS POST UNDER HEALTH AND FAMILY WELFARE DEPT (MEDICAL EDUCATION)-2014,NULL,1
1730000000000,201408,"KUL SACHIV, UP KULSACHIV, SAHAYAK KULSACHIV-2014",NULL,1
1730000000000,201407,SAHAYAK SANCHALAK JANSAMPARK-2014,NULL,1
1740000000000,201406,"SAHAYAK ANUSANDHAN ADHIKARI, SAHAYAK NIYOJAN ADHIKARI, SAHAYAK JANSAMPARK ADHIKARI-2014 ",NULL,1
1730000000000,201405,VARIOUS POSTS UNDER HEALTH AND FAMILY WELFARE DEPT. (MEDICAL EDUCATION) -2014,NULL,1
1740000000000,201404,MINING INSPECTOR -2014 ,NULL,1
1730000000000,201403,MINING OFFICER -2014,NULL,1
1730000000000,201402,CIVIL JUDGE (ENTRY LEVEL) EXAM-2014,NULL,1
1730000000000,201401,SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2014,NULL,1
1740000000000,201307,STATE SERVICE EXAMINATION-2013 ,NULL,1
1730000000000,201306,ASSISTANT BLOCK EDUCATION OFFICER - 2013,NULL,1
1740000000000,201305,"ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY) - 2013",NULL,1
1730000000000,201304,ASSISTANT DIRECTOR FISHERISH- 2013,NULL,1
1730000000000,201303,BIMA CHIKITSA ADHIKARI- 2013,NULL,1
1730000000000,201302,GRANTHPAL- 2013,NULL,1
1730000000000,201301,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI (ADPPO)- 2013,NULL,1
1730000000000,201203,"ASTT. DIRECTOR, AGRICULTURE-2012",NULL,1
1740000000000,201202,STATE SERVICE EXAMINATION-2012,NULL,1
1740000000000,201201,VETERINARY ASSISTANT SURGEON-2012,NULL,1
1740000000000,201106,STATE SERVICE EXAMINATION-2011 ,NULL,1
1730000000000,201105,CHHATTISGARH PUBLIC SERVICE COMMISSION-2011,,1
1730000000000,201104,CHEMIST-2011,NULL,1
1730000000000,201103,ASTT. CONTROLLER NAAP TAUL-2011,NULL,1
1730000000000,201102,SAHAYAK BHAUMIKI VID-2011,NULL,1
1730000000000,201101,ASSISTANT DIRECTOR (HATHKARGHA)-2011,NULL,1
1730000000000,201003,MINING INSPECTOR-2010,NULL,1
1730000000000,201002,MUKHYA NAGAR PALIKA ADHIKARI VERG 'KHA' & VERG 'GA'-2010,NULL,1
1730000000000,201001,SAHAYAK SANCHALAK (RESHAM)-2010,NULL,1
1730000000000,200907,VISHESHGYA AYURVEDA - H & F W DEPT. -2009,NULL,1
1730000000000,200906,VISHESHGYA CHIKITSAK (SPECIALIST)- H. & F. W.  DEPT.-2009,NULL,1
1730000000000,200905,DISTRICT AYURVED OFFICERS-2009,NULL,1
1740000000000,200904,"Lecturer, Reader - Govt. Ayurved College, Senior Scientific Officer (H & F W ) -2009",NULL,1
1740000000000,200903,HOMEOPATHY AND UNANI MEDICAL OFFICERS-2009,NULL,1
1730000000000,200902,DISTRICT MALERIA OFFICER - 2009,NULL,1
1730000000000,200901,ASTT. PROFESSOR (HIGHER EDUCATION DEPARTMENT)-2009,NULL,1
1730000000000,200811,ASTT. PROFESSOR- CLINICAL NON CLINCICAL (HEALTH AND FAMILY WELFARE DEPARTMENT)-2008,NULL,1
