item_code,advt_no,details,link,published
1.6835E+12,202303,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, TECHNICAL-2023 (08-05-2023)",/assets/pdf/Advertisement/ADV_ADTECH_2023_08052023.pdf,1
1.6835E+12,202302,ADVERTISEMENT FOR DISTRICT AYURVED OFFICER-2023 (08-05-2023),/assets/pdf/Advertisement/ADV_DAO_2023_08052023.pdf,1
1.67521E+12,202301,"ADVERTISEMENT FOR READER, MEDICAL EDUCATION (AYUSH) DEPT. - 2023 (01-02-2023)",/assets/pdf/Advertisement/ADV_READER_AYUSH_2023_01022023.pdf,1
1.67936E+12,202301,SUCHANA PATRA (21-03-2023),/assets/PDF/Advertisement/SUCHANA_PATRA_READER_2023_21032023.pdf,1
1.67046E+12,202229,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2022 (08-12-2022),/assets/pdf/Advertisement/ADV_CJ_2022_08122022.pdf,1
1.67054E+12,202229,CORRIGENDUM (09-12-2022),/assets/pdf/Advertisement/Corrigendum_CJ2022_09122022.pdf,1
1.6835E+12,202229,CORRIGENDUM (08-05-2023),/assets/pdf/Advertisement/Corrigendum-CJ2022_08052023.pdf,1
1.66942E+12,202228,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2022 (26-11-2022),/assets/pdf/Advertisement/ADV_SSE_2022_26112022.pdf,1
1.67106E+12,202228,CORRIGENDUM (15-12-2022),/assets/pdf/Advertisement/Corrigendum_SSE2022_15122022.pdf,1
1.68368E+12,202228,CORRIGENDUM (10-05-2023),/assets/pdf/Advertisement/Corrigendum-SSPE2022_10052023.pdf,1
1.65413E+12,202227,ADVERTISEMENT FOR LECTURER (MEDICAL EDUCATION (AYUSH) DEPT.)-2022 (02-06-2022),/assets/pdf/Advertisement/ADV_LECT_2022_02062022.pdf,1
1.65707E+12,202227,CORRIGENDUM (06-07-2022),/assets/pdf/Advertisement/Corrigendum_LECTURER_06072022.pdf,1
1.65413E+12,202226,ADVERTISEMENT FOR AYURVEDA MEDICAL OFFICER-2022  (02-06-2022),/assets/pdf/Advertisement/ADV_AMO_2022_02062022.pdf,1
1.65413E+12,202225,ADVERTISEMENT FOR PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION)-2022 (02-06-2022),/assets/pdf/Advertisement/ADV_PEON_CGPSC_2022_02062022.pdf,1
1.65447E+12,202225,SUCHANA (06-06-2022),/assets/pdf/Advertisement/Notice_Peon_GAD_CGPSC_06062022.pdf,1
1.65396E+12,202224,ADVERTISEMENT FOR PEON (GENERAL ADMINISTRATION DEPT.)-2022 (31-05-2022),/assets/pdf/Advertisement/ADV_PEON_GAD_2022_31052022.pdf,1
1.65447E+12,202224,SUCHANA (06-06-2022),/assets/pdf/Advertisement/Notice_Peon_GAD_CGPSC_06062022.pdf,1
1.65361E+12,202223,ADVERTISEMENT FOR CASUALTY MEDICAL OFFICER AND GENERAL DUTY MEDICAL OFFICER-2022 (27-05-2022),/assets/pdf/Advertisement/ADV_CMO_GMO_2022_27052022.pdf,1
1.65663E+12,202223,CORRIGENDUM (01-07-2022),/assets/pdf/Advertisement/Corrigendum_CMO_GDMO_01072022.pdf,1
1.65663E+12,202223,DEPARTMENTAL CIRCULAR RELATED TO AGE RELAXATION- CASUALTY MEDICAL OFFICER (01-07-2022) ,/assets/pdf/Advertisement/depart_cir_cmo_01072022.pdf,1
1.65663E+12,202223,DEPARTMENTAL CIRCULAR RELATED TO AGE RELAXATION- GENERAL DUTY MEDICAL OFFICER-2022 (01-07-2022) ,/assets/pdf/Advertisement/depart_cir_GDMO_01072022.pdf,1
1.66113E+12,202223,CORRIGENDUM (22-08-2022),/assets/pdf/Advertisement/Corrigendum_CMO_2022_22082022.pdf,1
1.65352E+12,202222,ADVERTISEMENT FOR PHYSIOTHERAPIST-2022 (26-05-2022),/assets/pdf/Advertisement/Adv_Physiotherapist_2022_26052022.pdf,1
1.65663E+12,202222,CORRIGENDUM (01-07-2022),/assets/pdf/Advertisement/Corrigendum_physio_01072022.pdf,1
1.65663E+12,202222,DEPARTMENTAL CIRCULAR RELATED TO AGE RELAXATION (01-07-2022),/assets/pdf/Advertisement/depart_cir_physio_01072022.pdf,1
1.653E+12,202221,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2022 (20-05-2022)),/assets/pdf/Advertisement/ADV_VAS_2022_20052022.pdf,1
1.65223E+12,202220,ADVERTISEMENT FOR  FIRE OFFICER TECHNICAL OFFICER-2022  (11-05-2022),/assets/pdf/Advertisement/ADV_FIRE_OFFICER_2022_11052022.pdf,1
1.65119E+12,202219,ADVERTISEMENT FOR BOILER INSPECTOR-2022 (29-04-2022),/assets/pdf/Advertisement/ADV_BOILER_INSPECTOR_2022_29042022.pdf,1
1.64964E+12,202218,ADVERTISEMENT FOR SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2022 (11-04-2022),/assets/pdf/Advertisement/ADV_ARTO_TSI_2022_11042022.pdf,1
1.64817E+12,202217,ADVERTISEMENT FOR VISHESHGYA CHIKITSAK (AYUSH VING/THERAPY CENTER)-2022 (25-03-2022),/assets/pdf/Advertisement/ADV_VC_2022_25032022.pdf,1
1.64817E+12,202216,ADVERTISEMENT FOR HOMOEOPATHY MEDICAL OFFICER - 2022 (25-03-2022),/assets/pdf/Advertisement/ADV_HMO_2022_25032022.pdf,1
1.6524E+12,202216,CORRIGENDUM (13-05-2022),/assets/pdf/Advertisement/Corrigendum_HMO_VCA_13052022.pdf,1
1.64748E+12,202215,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, INDUSTRIAL HYGIENE-2022 (17-03-2022)",/assets/pdf/Advertisement/ADV_AD_IH_2022_17032022.pdf,1
1.64739E+12,202214,ADVERTISEMENT FOR SCIENTIFIC OFFICER - 2022 (16-03-2022),/assets/pdf/Advertisement/ADV_SO_2022_16032022.pdf,1
1.64739E+12,202213,ADVERTISEMENT FOR LECTURER TEXTILE DESIGN-2022 (16-03-2022),/assets/pdf/Advertisement/ADV_Lecturer_Textile_Design_2022_16032022.pdf,1
1.64696E+12,202212,ADVERTISEMENT FOR MEDICAL SPECIALIST-2022 (11-03-2022),/assets/pdf/Advertisement/ADV_MEDICAL_SPECIALIST_2022_11032022.pdf,1
1.65205E+12,202212,CORRIGENDUM (09-05-2022),/assets/pdf/Advertisement/Corrigendum_MS_09052022.pdf,1
1.64436E+12,202211,ADVERTISEMENT FOR ASSISTANT RESEARCH OFFICER-2022 (09-02-2022),/assets/pdf/Advertisement/ADV_ARO_2022_09022022.pdf,1
1.64393E+12,202210,ADVERTISEMENT FOR ASSISTANT PROFESSOR [DEPT. OF MEDICAL EDUCATION ]-2022 (04-02-2022),/assets/pdf/Advertisement/ADV_APME_2022_04022022.pdf,1
1.64748E+12,202210,CORRIGENDUM (17-03-2022),/assets/pdf/Advertisement/Corrigendum_AP_ME_2022_17032022.pdf,1
1.64385E+12,202209,ADVERTISEMENT FOR DENTAL SURGEON - 2022  (03-02-2022),/assets/pdf/Advertisement/ADV_DENTAL_SURGEON_2022_03022022.pdf,1
1.6518E+12,202209,CORRIGENDUM (06-05-2022),/assets/pdf/Advertisement/Corrigendum_dental_06052022.pdf,1
1.64376E+12,202208,ADVERTISEMENT FOR DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2022 (02-02-2022),/assets/pdf/Advertisement/ADV_DSP_RADIO_2022_02022022.pdf,1
1.64367E+12,202207,"ADVERTISEMENT FOR MINING OFFICER, ASSISTANT GEOLOGIST & MINING INSPECTOR-2022 (01-02-2022)",/assets/pdf/Advertisement/ADV_MO_AG_MI_2022_01022022.pdf,1
1.64557E+12,202207,CORRIGENDUM (23-02-2022),/assets/pdf/Advertisement/Corrigendum_MO_AG_2022_23022022.pdf,1
1.64696E+12,202207,SUCHANA (11-03-2022),/assets/pdf/Advertisement/SUCHANA_MIN_INS_2022_11032022.pdf,1
1.64324E+12,202206,ADVERTISEMENT FOR ASSISTANT DIRECTOR (DEPT. OF REVENUE & DISASTER MANAGEMENT) - 2022  (27-01-2022),/assets/pdf/Advertisement/ADV_AD_RDM_2022_27012022.pdf,1
1.64454E+12,202206,CORRIGENDUM (11-02-2022),/assets/pdf/Advertisement/Corrigendum_AD_RDM_2022_11022022.pdf,1
1.64333E+12,202205,ADVERTISEMENT FOR LAW OFFICER (CGPSC)-2022 (28-01-2022),/assets/pdf/Advertisement/LAW_OFFICER_CGPSC_2022_28012022.pdf,1
1.64333E+12,202204,ADVERTISEMENT FOR ASSISTANT REGISTRAR (DEPT. OF COMMERCE AND INDUSTRY)-2022 (28-01-2022),/assets/pdf/Advertisement/ADV_Assistant_Registrar_2022_28012022.pdf,1
1.64445E+12,202204,CORRIGENDUM (10-02-2022),/assets/pdf/Advertisement/Corrigendum_AR_10022022.pdf,1
1.64359E+12,202203,"ADVERTISEMENT FOR SCIENTIFIC OFFICER, CHEMISTRY - 2022 (31-01-2022)",/assets/pdf/Advertisement/ADV_SO_CHEM_2022_13012022.pdf,1
1.64851E+12,202203,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1.64212E+12,202202,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (DEPT. OF PLANNING, ECONOMICS & STATISTICS ) - 2022 (14-01-2022)",/assets/pdf/Advertisement/ADV_AD_PES_2022_14012022.pdf,1
1.64851E+12,202202,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1.64186E+12,202201,ADVERTISEMENT FOR UNANI MEDICAL OFFICER - 2022 (11-01-2022),/assets/pdf/Advertisement/ADV_UMO_2022_11012022.pdf,1
1.64056E+12,202118,ADVERTISEMENT FOR  PRACHARYA (VERG-1 & VERG-2)-2021 (27-12-2021),/assets/pdf/Advertisement/Adv_PRINCIPAL_V1_V2_2021_27122021.pdf,1
1.64851E+12,202118,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1.63849E+12,202117,ADVERTISEMENT FOR LAW OFFICER [HOME JAIL DEPT.]-2021 (03-12-2021),/assets/pdf/Advertisement/Adv_LO_2021_03122021.pdf,1
1.63849E+12,202116,ADVERTISEMENT FOR ASSISTANT DIRECTOR RESHAM-2021 (03-12-2021),/assets/pdf/Advertisement/Adv_ADR_2021_03122021.pdf,1
1.64851E+12,202116,CORRIGENDUM (29-03-2022),/assets/pdf/Advertisement/Corrigendum_29032022.pdf,1
1.63849E+12,202115,ADVERTISEMENT FOR ASSISTANT DIRECTOR HANDLOOM - 2021  (03-12-2021),/assets/pdf/Advertisement/Adv_ADH_2021_03122021.pdf,1
1.6384E+12,202114,ADVERTISEMENT FOR DEMONSTRATOR (PHYSIOTHERAPY) & TUTOR-OCCUPATIONAL [MEDICAL EDUCATION DEPT.] - 2021 (02-12-2021),/assets/pdf/Advertisement/Adv_DEMO_PHY_TO_2021_02122021.pdf,1
1.6384E+12,202113,ADVERTISEMENT FOR DEMONSTRATOR [MEDICAL EDUCATION DEPT.]-2021 (02-12-2021),/assets/pdf/Advertisement/Adv_DEMONSTRATOR_2021_02122021.pdf,1
1.64367E+12,202113,CORRIGENDUM (01-02-2022),/assets/pdf/Advertisement/Corrigendum_Demo_01022022.pdf,1
1.6384E+12,202112,ADVERTISEMENT FOR ASSISTANT PROFESSOR & DEMONSTRATOR (NURSING) [MEDICAL EDUCATION DEPT.]-2021 (02-12-2021),/assets/pdf/Advertisement/Adv_AP_DEMO_NURSING_2021_02122021.pdf,1
1.63832E+12,202111,"ADVERTISEMENT FOR JUNIOR RESIDENT, SENIOR REGISTRAR, REGISTRAR [MEDICAL EDUCATION DEPT.]-2021 (01-12-2021)",/assets/pdf/Advertisement/Adv_Jr_Resident_Sr_Registrar_Registrar_2021_01122,1
1.64367E+12,202111,CORRIGENDUM (01-02-2022),/assets/pdf/Advertisement/Corrigendum_JR_01022022.pdf,1
1.63814E+12,202110,ADVERTISEMENT FOR SENIOR RESIDENT [MEDICAL EDUCATION DEPT.]-2021  (29-11-2021),/assets/pdf/Advertisement/Adv_Senior_Resident_2021_29112021.pdf,1
1.64367E+12,202110,CORRIGENDUM (01-02-2022),/assets/pdf/Advertisement/Corrigendum_SR_01022022.pdf,1
1.63788E+12,202109,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2021 (26-11-2021),/assets/pdf/Advertisement/ADV_SSE_2021_26112021.pdf,1
1.64091E+12,202109,CORRIGENDUM (31-12-2021),/assets/pdf/Advertisement/Corrigendum_SSE_2021_31122021.pdf,1
1.63495E+12,202108,ADVERTISEMENT FOR MEDICAL SPECIALIST [ DEPT. OF PUBLIC HEALTH & FAMILY WELFARE]-2021 (23-10-2021) ,/assets/pdf/Advertisement/ADV_MEDICAL_SPECIALIST_2021_23102021.pdf,1
1.63909E+12,202108,CORRIGENDUM (10-12-2021),/assets/pdf/Advertisement/Corrigendum_MED_SPE_10122021.pdf,1
1.63909E+12,202108,SHORT ADVERTISEMENT (10-12-2021) ,/assets/pdf/Advertisement/Short_ADV_MED_SPEC_10122021.pdf,1
1.64203E+12,202108,CORRIGENDUM-2 (13-01-2022),/assets/pdf/Advertisement/MED_SPE_Corrigendum_13012022.pdf,1
1.61283E+12,202107,ADVERTISEMENT FOR PROFESSOR [HIGHER EDUCATION DEPT.]-2021,/assets/pdf/Advertisement/ADV_PROF_2021_02092021.pdf,1
1.63356E+12,202107, NOTICE-POSTPONEMENT OF ONLINE APPLICATION (07-10-2021),/assets/pdf/Advertisement/NOTICE_POSTPONEMENT_PORF_2021_APPL_07102021.pdf,1
1.72299E+12,202107,CORRIGENDUM (07-08-2024) ,/assets/pdf/Advertisement/Corrigendum_Professor_07082024.pdf,1
1.73465E+12,202107,CORRIGENDUM2 (20-12-2024),/assets/pdf/Advertisement/Corrigendum_Professor_20122024.pdf,1
1.63002E+12,202106,ADVERTISEMENT FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI-2021,/assets/pdf/Advertisement/ADV_ADPPO_2021_27082021.pdf,1
1.63201E+12,202106,CORRIGENDUM (17-09-2021),/assets/pdf/Advertisement/Corrigendum_ADPPO_2021_17092021.pdf,1
1.62812E+12,202105,ADVERTISEMENT FOR STATE ENGINEERING SERVICE EXAM-2021,/assets/pdf/Advertisement/ADV_SES_2021_05082021.pdf,1
1.65836E+12,202105,CORRIGENDUM (21-07-2022),/assets/pdf/Advertisement/Corrigendum_SES_2021_21072022.PDF,1
1.61654E+12,202104,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON - 2021,/assets/pdf/Advertisement/ADV_VAS_2021_24072021.pdf,1
1.62795E+12,202104,CORRIGENDUM (03-08-2021),/assets/pdf/Advertisement/Corrigendum_VAS_2021_03082021.pdf,1
1.62562E+12,202103,ADVERTISEMENT FOR REGISTRAR (HIGHER EDUCATION DEPT.)-2021,/assets/pdf/Advertisement/ADV_REGISTRAR_2021_07072021.pdf,1
1.62086E+12,202102,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, JANSAMPARK (HINDI MEDIUM)-2021",/assets/pdf/Advertisement/ADV_ADJH_2021_13052021.pdf,1
1.61654E+12,202101,ADVERTISEMENT FOR ASSISTANT PROFESSOR (MEDICAL)-2021,/assets/pdf/Advertisement/ADV_ASSISTANT_PROFESSOR_MEDICAL_2021_24032021.pdf,1
1.61965E+12,202101,CORRIGENDUM (29-04-2021),/assets/pdf/Advertisement/Corrigendum_AP_ME_2021_29042021.pdf,1
1.62086E+12,202101,CORRIGENDUM-2 (13-05-2021),/assets/pdf/Advertisement/Corrigendum_AP_ME_2021_13052021.pdf,1
1.60816E+12,202010,"ADVERTISEMENT FOR KUL SACHIV, UP KUL SACHIV & SAHAYAK KUL SACHIV-2020",/assets/pdf/Advertisement/ADV_R_DR_AR_2020_17122020.pdf,1
1.60911E+12,202010,SUCHANA PATRA (28-12-2020),/assets/pdf/Advertisement/SUCHANA_PATRA_R_AR_DR_28122020.pdf,1
1.61041E+12,202010,SUCHANA PATRA FOR ONLINE APPLICATION (12-01-2021),/assets/pdf/Advertisement/SUCHANA_PATRA_R_AR_DR_12012021.pdf,1
1.61283E+12,202010,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_R_DR_AR_09022021.PDF,1
1.60635E+12,202009,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2020,/assets/pdf/Advertisement/ADV_SSE_2020_26112020.pdf,1
1.61551E+12,202009,CORRIGENDUM (12-03-2021),/assets/pdf/ADVERTISEMENT/corrigendum_SSE2020_12032021.pdf,1
1.62579E+12,202009,CORRIGENDUM2 (09-07-2021),/assets/pdf/Advertisement/corrigendum_SSE2020_09072021.pdf,1
1.59788E+12,202008,ADVERTISEMENT FOR ASSISTANT DIRECTOR JANSAMPARK (ENGLISH MED.) -2020 ,/assets/pdf/Advertisement/ADV_ADJ_ENG_2020.pdf,1
1.59123E+12,202007,ADVERTISEMENT FOR CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2020 ,/assets/pdf/Advertisement/ADV_CGFSE_2020.pdf,1
1.63331E+12,202007,CORRIGENDUM (04-10-2021),/assets/pdf/Advertisement/Corrigendum_CGFSE_2020_04102021.pdf,1
1.63633E+12,202007,CORRIGENDUM2 (08-11-2021),/assets/pdf/Advertisement/Corrigendum_CGFSE_2020_08112021.pdf,1
1.59123E+12,202006,"ADVERTISEMENT FOR ASTT. DIRECTOR, AGRICULTURE-2020",/assets/pdf/Advertisement/ADV_ADA_2020.pdf,1
1.58311E+12,202005,ADVERTISEMENT FOR INSURANCE MEDICAL OFFICER - 2020,/assets/pdf/Advertisement/ADV_IMO_2020.pdf,1
1.59123E+12,202005,NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1.58147E+12,202004,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2020,/assets/pdf/Advertisement/ADV_VAS_2020.pdf,1
1.59123E+12,202004,|NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1.58103E+12,202003,"ADVERTISEMENT FOR ASSISTANT GEO-HYDROLOGIST, ASSISTANT GEO-PHYSICS, ASSISTANT GEO-CHEMIST-2020",/assets/pdf/Advertisement/ADV_AGH_AGP_AGC_2020.pdf,1
1.59123E+12,202003,|NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1.58043E+12,202002,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM - 2020,/assets/pdf/Advertisement/ADV_CJ_2020.pdf,1
1.59123E+12,202002,NOTIFICATION OF REOPENING OF ONLINE APPLICATION SERVICE,/assets/pdf/Advertisement/Noti_Relive_Applications.pdf,1
1.57836E+12,202001,ADVERTISEMENT FOR STATE ENGINEERING SERVICE EXAMINATION-2020,/assets/pdf/Advertisement/ADV_SES_2020.pdf,1
1.57447E+12,201907,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2019,/assets/pdf/Advertisement/ADV_SSE_2019.pdf,1
1.57775E+12,201907,CORRIGENDUM-1,/assets/pdf/Advertisement/CORRIGENDUM1_SSE2019.pdf,1
1.60695E+12,201907,CORRIGENDUM-2,/assets/pdf/Advertisement/CORRIGENDUM2_SSE2019.pdf,1
1.552E+12,201906,ADVERTISEMENT FOR LECTURER (H F W DEPT) - 2019,/assets/pdf/Advertisement/ADV_LEC_HFW_2019.pdf,1
1.55148E+12,201905,ADVERTISEMENT FOR LIBRARIAN AND SPORTS OFFICER (HIGHER EDUCATION)-2019,/assets/pdf/Advertisement/ADV_LIB_SO_2019.pdf,1
1.56384E+12,201905,CORRIGENDUM-1,/assets/pdf/Advertisement/Corrigendum_Sports_Ofiicer_HE_dept_2019.pdf,1
1.56635E+12,201905,CORRIGENDUM-2,/assets/pdf/Advertisement/LIB_HE2019_CORRIGENDUM2.pdf,1
1.55002E+12,201904,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (DEPT. OF PLANNING, ECONOMICS & STATISTICS )-2019",/assets/pdf/Advertisement/ADV_AD_PES_2019.pdf,1
1.54898E+12,201903,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2019,/assets/pdf/Advertisement/ADV-CJ-201901022019.pdf,1
1.54777E+12,201902,ADVERTISEMENT FOR ASSISTANT PROFESSOR [HIGHER EDUCATION DEPT.] - 2019,/assets/pdf/Advertisement/ADV-AP-2019-18012019.pdf,1
1.54777E+12,201902,ANNEXURE-2,/assets/pdf/Advertisement/Annexure-2-AP-201920012019HI.pdf,1
1.54777E+12,201902,ANNEXURE-3,/assets/pdf/Advertisement/Annexure-3-AP-201920012019HI.pdf,1
1.54898E+12,201902,CORRIGENDUM-1,/assets/pdf/Advertisement/Corrigendum-AP-2019.pdf,1
1.55088E+12,201902,CORRIGENDUM-2,/assets/pdf/Advertisement/AP_2019_Corrigendum2.pdf,1
1.57447E+12,201902,CORRIGENDUM-3,/assets/pdf/Advertisement/Corrigendum-AP2019_3.pdf,1
1.57481E+12,201902,"Notice for candidate, allowed by Hon'ble High Court of Chhattisgarh, to apply for the post of Assistant Professor, without any boundation related to maximum age limit.",/assets/pdf/Advertisement/Noti_AP_2019_CC.pdf,1
1.57602E+12,201902,NOTIFICATION (RELATED TO CUT-OFF DATE OF EDCATIONAL QUALFICATION),/assets/pdf/Advertisement/NOTI4-AP2019.pdf,1
1.58138E+12,201902,CORRIGENDUM-4,/assets/pdf/Advertisement/Corrigendum-AP2019_4.pdf,1
1.59926E+12,201902,SUCHANA PATRA,/assets/pdf/ADVERTISEMENT/SUCHANA_PATRA_AP_2019_05092020.pdf,1
1.61006E+12,201902,CORRIGENDUM-5 (08-01-2021),/assets/pdf/Advertisement/Corrigendum-AP2019_5_08012021.pdf,1
1.54708E+12,201901,"ADVERTISEMENT FOR PROFESSOR, ASSOCIATE PROFESSOR & HOD - 2019",/assets/pdf/Advertisement/ADV_Prof_A_Prof_HOD_2019.pdf,1
1.56635E+12,201901,NIRASTIKARAN SUCHANA,/assets/pdf/Advertisement/ADVT_01_2019_Canceled.pdf,1
1.54596E+12,201810,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY)-2018 ",/assets/pdf/Advertisement/ADV_AD_PRS_201825012019.pdf,1
1.56142E+12,201810,CORRIGENDUM,/assets/pdf/Advertisement/Corrigendum-adprs-2018.pdf,1
1.54561E+12,201809,ADVERTISEMENT FOR CHIEF MUNICIPAL OFFICER (VERG KHA & GA)-2018 ,/assets/pdf/Advertisement/ADV_CMO_KHA_GA_201815012019.PDF,1
1.54777E+12,201809,CORRIGENDUM-1,/assets/pdf/Advertisement/Corr1-CMO-2018.pdf,1
1.5762E+12,201809,CORRIGENDUM-2,/assets/pdf/Advertisement/C_ADV_CMO2019.pdf,1
1.5387E+12,201808,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, JANSAMPARK-2018",/assets/pdf/Advertisement/ADV-ADJ-2018.PDF,1
1.53835E+12,201807,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2018,/assets/pdf/Advertisement/ADV-SSE-2018.PDF,1
1.54768E+12,201807,CORRIGENDUM,/assets/pdf/Advertisement/Corrigendum-SSE-2018.pdf,1
1.54881E+12,201807,CORRIGENDUM-2,/assets/pdf/Advertisement/Corrigendum2-SSE-2018.pdf,1
1.55019E+12,201807,CORRIGENDUM-3,/assets/pdf/Advertisement/Corrigendum3-SSE-2018.pdf,1
1.55002E+12,201807,SYLLABUS OF STATE SERVICE MAINS EXAM,/assets/pdf/Advertisement/Syllabus_SSME.pdf,1
1.559E+12,201807,CORRIGENDUM-4,/assets/pdf/Advertisement/Corrigendum4-SSE-2018.pdf,1
1.53732E+12,201806,ADVERTISEMENT FOR READER (HFW)-2018,/assets/pdf/Advertisement/AdvReader2018.PDF,1
1.53196E+12,201805,ADVERTISEMENT FOR DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2018,/assets/pdf/Advertisement/ADV_DSP_R_2018.pdf,1
1.52349E+12,201804,ADVERTISEMENT FOR ASTT. GEOLOGIST AND MINING INSPECTOR-2018,/assets/pdf/Advertisement/ADV_AG_MI_2018.pdf,1
1.52176E+12,201803,ADVERTISEMENT FOR SCIENTIFIC OFFICER - 2018,/assets/pdf/Advertisement/ADV_SO_2018.pdf,1
1.51908E+12,201802,ADVERTISEMENT FOR VARIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018,/assets/pdf/Advertisement/ADV_SPORTS_YW_2018.pdf,1
1.51563E+12,201801,ADVERTISEMENT FOR CHHATTISGARH PUBLIC SERVICE COMMISSION-2018,/assets/pdf/Advertisement/ADV_CGPSC_2018.pdf,1
